0 qid:258 1:6.310795 2:0.0 8:1.0 9:1.0 10:0.0 23:6.847000599999999 34:3.0 36:138.0 37:0.0 40:4.0 #docid = 6e6c9c6a93e70cdb090e91a71e42a113d926671a
0 qid:258 1:29.362413 2:0.0 8:3.0 9:17.0 10:0.0 23:122.205696 34:6.0 36:263.0 37:0.0 40:0.0 #docid = 29b8a6b2150e9a0f1a608a3be0544a4acb03606d
0 qid:258 1:10.890376 2:0.0 8:2.0 9:8.0 10:0.0 23:66.930374 34:9.0 36:706.0 37:0.0 40:0.0 #docid = f1fa95be35993dc41b911c3c9a9dd6355011b528
0 qid:258 1:16.55407 2:0.0 8:1.0 9:2.0 10:0.0 23:15.213297 34:10.0 36:84.0 37:0.0 40:0.0 #docid = bb183957ffea1e1b5c383ad61099e336fe286670
0 qid:258 1:13.091539 2:0.0 8:1.0 9:7.0 10:0.0 23:47.325455 34:7.0 36:345.0 37:22.0 40:4.0 #docid = d8182c81f9e69c87ec7a181b3369dda3c2a2a939
0 qid:258 1:21.020367 2:0.0 8:2.0 9:5.0 10:0.0 23:38.792891999999995 34:13.0 36:119.0 37:68.0 40:9.0 #docid = 301123c11d344d303ad25451ab8c86180247dc26
0 qid:258 1:8.232108 2:0.0 8:1.0 9:2.0 10:0.0 23:13.694001 34:4.0 36:154.0 37:0.0 40:0.0 #docid = 8b21111dee323c13a57079767b4973ce30bc6c24
0 qid:258 1:22.099289000000002 2:0.0 8:2.0 9:5.0 10:0.0 23:40.312187 34:8.0 36:58.0 37:0.0 40:0.0 #docid = 733c475df97431a14a77ae669639017bb4ac44f1
0 qid:258 1:11.141628 2:0.0 8:2.0 9:7.0 10:0.0 23:47.929005 34:13.0 36:141.0 37:81.0 40:12.0 #docid = bd82030d8feb1950592430bffb183c96b56b771d
0 qid:258 1:10.125181 2:0.0 8:1.0 9:4.0 10:0.0 23:27.388002 34:6.0 36:147.0 37:19.0 40:6.0 #docid = 5fc69f93422b11c944b2d53e9d2f93295eca3d19
0 qid:258 1:8.232108 2:0.0 8:1.0 9:2.0 10:0.0 23:13.694001 34:9.0 36:152.0 37:0.0 40:2.0 #docid = 0e0a5f6cc0fdb9cebda224e52bc822aa32827b4d
0 qid:258 1:13.419193 2:0.0 8:3.0 9:5.0 10:0.0 23:41.831482 34:11.0 36:141.0 37:0.0 40:0.0 #docid = b7098018a3610a8bed7a09ab3619034d3cd1856b
0 qid:258 1:20.77993 2:0.0 8:2.0 9:4.0 10:0.0 23:31.945890000000002 34:18.0 36:74.0 37:50.0 40:6.0 #docid = 97d1171f65e8a73459266435dcacc15d12f6d7ff
0 qid:258 1:13.660167999999999 2:0.0 8:1.0 9:3.0 10:0.0 23:19.937454000000002 34:7.0 36:160.0 37:5.0 40:0.0 #docid = dae1b2d710f987c362a1b366d4f72a88042b51be
0 qid:258 1:9.584314 2:0.0 8:3.0 9:1.0 10:0.0 23:8.366297 34:12.0 36:73.0 37:0.0 40:0.0 #docid = 4b61225d62ecbfdfeb5781fb9756bccebdeaf999
0 qid:258 1:8.798977 2:0.0 8:2.0 9:3.0 10:0.0 23:20.541002 34:13.0 36:208.0 37:17.0 40:2.0 #docid = 6834d76fcf95f976172f2a8e42950d031c10a7da
0 qid:258 1:21.89696 2:0.0 8:2.0 9:9.0 10:0.0 23:66.80529 34:7.0 36:179.0 37:4.0 40:0.0 #docid = 8154acbd26c7cd702af4ed84b15448c5dd714606
0 qid:258 1:18.700901 2:0.0 8:1.0 9:5.0 10:0.0 23:40.312187 34:13.0 36:149.0 37:24.0 40:6.0 #docid = 97e5fdac381c0c12351348d701a4231422ca1e99
0 qid:258 1:21.26008 2:0.0 8:2.0 9:8.0 10:0.0 23:60.561836 34:6.0 36:173.0 37:0.0 40:0.0 #docid = db37d71e2d585fe2f6bf96efc80c515ac199484f
0 qid:258 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:5.0 36:98.0 37:24.0 40:6.0 #docid = da0a0cafdc4ac5157cf735fd3408e87fb9c1f7f6
0 qid:258 1:19.949379999999998 2:0.0 8:2.0 9:5.0 10:0.0 23:40.312187 34:9.0 36:110.0 37:4.0 40:0.0 #docid = d5b8035f2c76e184a703b156d72eed199ed975d4
1 qid:258 1:22.777699 2:0.0 8:2.0 9:8.0 10:0.0 23:62.372482 34:10.0 36:145.0 37:80.0 40:11.0 #docid = ddb07a0640c012bde68fa9d99d1594aeaf4809be
0 qid:439 1:4.1038547 2:0.0 8:2.0 9:1.0 10:0.0 23:4.964283 34:15.0 36:148.0 37:0.0 40:0.0 #docid = 1574e02b5d4b6bcdbd8b9cee686449a6c8e01644
0 qid:439 1:14.780144 2:0.0 8:2.0 9:3.0 10:0.0 23:20.797155 34:7.0 36:124.0 37:0.0 40:5.0 #docid = 36df3f02062aabfa9e9f7fa79a1a48e124a80a11
0 qid:439 1:10.787153 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:5.0 36:103.0 37:0.0 40:6.0 #docid = 7444966d5d60f8b96703b418c32b312914960150
0 qid:439 1:6.6188910000000005 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:5.0 36:199.0 37:0.0 40:0.0 #docid = 0476b5a71fc25b2a881749e2034aefb23d8fc79c
0 qid:439 1:13.719389999999999 2:0.0 8:2.0 9:4.0 10:0.0 23:22.809283999999998 34:10.0 36:146.0 37:0.0 40:0.0 #docid = f46f770231c098dd590b385b9cffb7e15b6df6d2
0 qid:439 1:11.906364 2:0.0 8:2.0 9:3.0 10:0.0 23:17.845001 34:10.0 36:207.0 37:0.0 40:0.0 #docid = cc7941200c4f348fb8e490f8a034992d80e3a9be
1 qid:439 1:7.6919913 2:0.0 8:2.0 9:5.0 10:0.0 23:24.821415 34:7.0 36:70.0 37:0.0 40:0.0 #docid = bfa10b7f491ee382294d42c983dcd758667bc322
0 qid:439 1:8.355185 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:10.0 36:100.0 37:25.0 40:4.0 #docid = f3b5454f9d0509165ce7ecd26773fe0d4dfae50b
0 qid:439 1:10.837627000000001 2:0.0 8:1.0 9:3.0 10:0.0 23:23.74931 34:5.0 36:178.0 37:7.0 40:0.0 #docid = 19229afbce15d62bcf8d3afe84a2d47a0b6f1939
0 qid:439 1:10.623608 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:9.0 36:110.0 37:97.0 40:4.0 #docid = 85ae2808bef0093adf2d817060834999d5a9824a
1 qid:439 1:12.513222 2:0.0 8:2.0 9:8.0 10:0.0 23:45.61857 34:14.0 36:445.0 37:0.0 40:10.0 #docid = 0e5a6a47b316897c3c57495037e5318a6a9b0e4d
0 qid:439 1:7.627584 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:7.0 36:129.0 37:0.0 40:4.0 #docid = 4c59104b48c8681fce6b1aee4e873252cd5989b4
0 qid:439 1:8.884892 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:3.0 36:77.0 37:0.0 40:4.0 #docid = 32b7cc25fe1c967306488689d56cd6e7bb6a1431
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:7.0 36:216.0 37:0.0 40:3.0 #docid = dae970230bf47e06e8e016325ce85b3167099f64
0 qid:439 1:7.995756599999999 2:0.0 8:1.0 9:2.0 10:0.0 23:12.880719000000001 34:13.0 36:334.0 37:0.0 40:0.0 #docid = 9caccdbab7ccacd61bdb7bb290135adaf62dc90e
0 qid:439 1:17.396465 2:0.0 8:2.0 9:2.0 10:0.0 23:12.880719000000001 34:6.0 36:13.0 37:0.0 40:0.0 #docid = 0f0539ad4fd40bb1b9e99581c00ee4ce932425a3
0 qid:439 1:16.394370000000002 2:0.0 8:2.0 9:8.0 10:0.0 23:45.61857 34:7.0 36:187.0 37:0.0 40:4.0 #docid = 7d51d51c70d75800d22dbbeafca6fb8c24e212a0
0 qid:439 1:6.8703265 2:0.0 8:1.0 9:2.0 10:0.0 23:9.928566 34:5.0 36:44.0 37:0.0 40:0.0 #docid = 4da5d629fb3804337a67d515d072e59be4c00f11
0 qid:439 1:13.1823 2:0.0 8:1.0 9:3.0 10:0.0 23:23.74931 34:3.0 36:29.0 37:0.0 40:0.0 #docid = 0b7aa7fa6c02c1270f4462d36d6139039abfa2f9
0 qid:439 1:19.169678 2:0.0 8:2.0 9:8.0 10:0.0 23:51.522877 34:6.0 36:131.0 37:0.0 40:0.0 #docid = ed4addf6c0a820c5e854f420ae9346e278451aed
0 qid:439 1:7.797339999999999 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:5.0 36:126.0 37:0.0 40:0.0 #docid = ec27ffb0958a597299fbb5540691a1ef657d4b01
0 qid:439 1:5.293914 2:0.0 8:1.0 9:1.0 10:0.0 23:4.964283 34:5.0 36:66.0 37:0.0 40:0.0 #docid = 1f74001b6e28acc1054bf6fa6f08e2cf987987bc
0 qid:439 1:12.893165 2:0.0 8:1.0 9:27.0 10:0.0 23:210.79162999999997 34:10.0 36:1330.0 37:0.0 40:0.0 #docid = 9fd043ff54080c55d67cef0017a0c1c5c5d58cd7
0 qid:439 1:11.121668 2:0.0 8:1.0 9:4.0 10:0.0 23:31.665745 34:5.0 36:218.0 37:0.0 40:0.0 #docid = 483fca66d98d3dc8b55e67c357041af6582ae487
1 qid:439 1:10.464947 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:4.0 36:117.0 37:0.0 40:4.0 #docid = 26a6b913cb001904d7f598559995f1e36ba61a5b
0 qid:439 1:7.0512570000000006 2:0.0 8:1.0 9:2.0 10:0.0 23:9.928566 34:3.0 36:33.0 37:0.0 40:0.0 #docid = c1190c6aee046415bc6d3aa38d5d6bb48d4fe1a0
0 qid:439 1:13.144110000000001 2:0.0 8:2.0 9:2.0 10:0.0 23:12.880719000000001 34:5.0 36:99.0 37:36.0 40:5.0 #docid = b4c607365d6e39fc2999a4c43c964f7b6fd06b28
0 qid:439 1:8.559303 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:4.0 36:93.0 37:35.0 40:4.0 #docid = 2a97c3173e55ef6ffc7d90e619757e758d76e0f4
0 qid:439 1:4.1038547 2:0.0 8:2.0 9:1.0 10:0.0 23:4.964283 34:15.0 36:161.0 37:0.0 40:9.0 #docid = 749e68add69f95a23b6b050be5f6d08c350e4a41
0 qid:439 1:16.971966000000002 2:0.0 8:1.0 9:5.0 10:0.0 23:36.630028 34:7.0 36:113.0 37:0.0 40:2.0 #docid = b3b443fc69497e78b778d65bff02fd112015acb5
0 qid:439 1:5.430459 2:0.0 8:2.0 9:2.0 10:0.0 23:9.928566 34:7.0 36:178.0 37:0.0 40:0.0 #docid = 01f3a5bbba96c28de409af6ec321e7e6222b98e7
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:13.0 36:122.0 37:0.0 40:2.0 #docid = 97592634447911e8d7994a92c57f20c4c9a4fe3b
0 qid:439 1:12.938885 2:0.0 8:1.0 9:3.0 10:0.0 23:23.74931 34:3.0 36:43.0 37:0.0 40:4.0 #docid = a3b5f32312f6099325d8212c383aab42438f6a51
0 qid:439 1:7.797339999999999 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:16.0 36:127.0 37:0.0 40:0.0 #docid = f400afc3236aa19dcd22534957b62c852b41be89
0 qid:439 1:12.083567 2:0.0 8:1.0 9:3.0 10:0.0 23:23.74931 34:9.0 36:94.0 37:0.0 40:1.0 #docid = 8652f70b9bfdb9a4d1701bb760f8bc1866b43698
0 qid:439 1:7.842077000000001 2:0.0 8:1.0 9:6.0 10:0.0 23:47.49862 34:7.0 36:990.0 37:0.0 40:0.0 #docid = 8d47a76094c7707f8d754bd98a5ab6ffdc2f4be8
0 qid:439 1:9.474461 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:9.0 36:168.0 37:9.0 40:0.0 #docid = 3faa411e8b062069a3f4fa43a047240669594efe
0 qid:439 1:11.2638035 2:0.0 8:1.0 9:2.0 10:0.0 23:12.880719000000001 34:8.0 36:150.0 37:25.0 40:3.0 #docid = 1ac5f16ad764b81377aebbc02d15ebfe179013a1
0 qid:439 1:13.977429 2:0.0 8:2.0 9:2.0 10:0.0 23:12.880719000000001 34:9.0 36:79.0 37:0.0 40:4.0 #docid = 7802218b51bef618e8bdd46f9aacc5e63f864ab1
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:12.0 36:289.0 37:0.0 40:2.0 #docid = eec8170847e0e84c5c8f8cc8f038c56c33b76f3a
1 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:12.0 36:71.0 37:0.0 40:0.0 #docid = 988fce459769c099daaa48142814087640621830
0 qid:439 1:7.3093243 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:5.0 36:150.0 37:0.0 40:2.0 #docid = 56ae440c4fac56130a0a3f95f15dc1d6a9293c5a
0 qid:439 1:5.791042299999999 2:0.0 8:1.0 9:6.0 10:0.0 23:29.785697999999996 34:4.0 36:493.0 37:0.0 40:0.0 #docid = 58f8fcf6255335cb1c8d0afe9a66ad65ee68a243
0 qid:439 1:7.627584 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:7.0 36:128.0 37:0.0 40:0.0 #docid = f648ac9352d1cb1fe61d5982262a1794f36b2390
0 qid:439 1:12.309257 2:0.0 8:2.0 9:3.0 10:0.0 23:17.845001 34:6.0 36:181.0 37:0.0 40:3.0 #docid = 7c4df29e2c5b7fa9c0538e96c6f9f37e728a6159
1 qid:439 1:10.80252 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:8.0 36:24.0 37:0.0 40:0.0 #docid = 3696643bd78716dc18b0aebcf51d4ff7bb379674
0 qid:439 1:9.737793 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:6.0 36:160.0 37:0.0 40:0.0 #docid = 221cf22dae90d0b710ff41169c30148db2b39373
0 qid:439 1:12.891877000000001 2:0.0 8:1.0 9:6.0 10:0.0 23:47.49862 34:4.0 36:150.0 37:25.0 40:4.0 #docid = 803d65510b17214327280d8196cd9a1edbcc5988
0 qid:439 1:12.599677999999999 2:0.0 8:1.0 9:5.0 10:0.0 23:39.58218 34:5.0 36:141.0 37:0.0 40:0.0 #docid = d43c53c6bf9fdf757fdba28d908d768ec3425bb6
0 qid:439 1:12.185397 2:0.0 8:1.0 9:4.0 10:0.0 23:31.665745 34:10.0 36:129.0 37:0.0 40:0.0 #docid = da718a27ef15714e6c7a26b052fb31d37441f5e6
0 qid:439 1:8.355185 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:6.0 36:99.0 37:0.0 40:4.0 #docid = ba612664f5ae2a8f6c02fd369f259f216c55be23
0 qid:439 1:0.0 2:0.0 8:2.0 9:0.0 10:0.0 23:0.0 34:7.0 36:1.0 37:0.0 40:0.0 #docid = 043dc46672469f24deb62b260ec0aada834bba1a
0 qid:439 1:11.680708000000001 2:0.0 8:2.0 9:3.0 10:0.0 23:23.74931 34:8.0 36:117.0 37:0.0 40:3.0 #docid = 7ce4bbaa543b4801a182724edbf2b7f7947554a5
0 qid:439 1:11.426734 2:0.0 8:1.0 9:3.0 10:0.0 23:23.74931 34:4.0 36:127.0 37:0.0 40:4.0 #docid = 5cec56b12b9f1eea0fc335e2f97e988410685b6f
0 qid:439 1:7.2597604 2:0.0 8:2.0 9:3.0 10:0.0 23:14.892848999999998 34:9.0 36:48.0 37:0.0 40:0.0 #docid = 6ce6efebe19f39df7f016751b85cfad107a1e306
0 qid:439 1:9.875027000000001 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:5.0 36:143.0 37:0.0 40:5.0 #docid = 134f4aa6ac6f5f0f0cc3b0cbaed79572aea396c8
0 qid:439 1:5.437252 2:0.0 8:2.0 9:1.0 10:0.0 23:4.964283 34:13.0 36:64.0 37:0.0 40:0.0 #docid = d3c582aeb23a6e7c5335fdca96c5762513772675
0 qid:439 1:10.464947 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:7.0 36:116.0 37:0.0 40:2.0 #docid = 3e392a0d1b3cdb9013ae0c18317cc7f555a16dca
0 qid:439 1:11.01478 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:3.0 36:15.0 37:44.0 40:6.0 #docid = bd3ba6b88ca9aa7e18337b8a1a201ed8829311ee
0 qid:439 1:8.355185 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:10.0 36:103.0 37:0.0 40:0.0 #docid = 07a8b2778c73114b89b75631848eba7c55a21392
0 qid:439 1:0.0 2:0.0 8:2.0 9:0.0 10:0.0 23:0.0 34:12.0 36:181.0 37:10.0 40:0.0 #docid = f9ed9dd82cd77a9e1eea3ce8ff7026b1e09ddf7e
0 qid:439 1:7.1599493 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:5.0 36:160.0 37:42.0 40:5.0 #docid = 130f738618725bf5d2acc45ef2401d721379c4f8
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:5.0 36:20.0 37:0.0 40:0.0 #docid = a4e242d9c9189444792e5c490a37a540befd369b
0 qid:439 1:12.116119 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:9.0 36:39.0 37:0.0 40:0.0 #docid = 46c3b4a37632b0cf3c33a95bd0bdb09e81f0fce4
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:4.0 36:29.0 37:0.0 40:2.0 #docid = 362cbd2962357b57b3dab97063569e8256e846e2
0 qid:439 1:13.786468 2:0.0 8:2.0 9:4.0 10:0.0 23:25.761438000000002 34:12.0 36:222.0 37:0.0 40:0.0 #docid = f56d5950a2243627fac32732c67e1aef18b10d7f
0 qid:439 1:13.096378999999999 2:0.0 8:1.0 9:4.0 10:0.0 23:31.665745 34:5.0 36:63.0 37:0.0 40:3.0 #docid = 0ceb757461423194ebdefa4361fee768055491ec
0 qid:439 1:5.3646255 2:0.0 8:1.0 9:1.0 10:0.0 23:4.964283 34:3.0 36:62.0 37:0.0 40:0.0 #docid = 7e9e6a604ad5b64125c7329bfdcfa4a133200186
1 qid:439 1:4.0179496 2:0.0 8:1.0 9:2.0 10:0.0 23:9.928566 34:7.0 36:382.0 37:8.0 40:1.0 #docid = 2a80fc4442af3a1bed4ee719f20498be2dd192c6
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:4.0 36:93.0 37:56.0 40:7.0 #docid = c93e259a77b7b68a8f9a71dd634ece7ecd60ce5a
0 qid:439 1:10.432405000000001 2:0.0 8:1.0 9:7.0 10:0.0 23:55.415054000000005 34:7.0 36:540.0 37:0.0 40:3.0 #docid = 7367cc9e83d7c885c96bc6eee4753b0121a97bfe
0 qid:439 1:7.3093243 2:0.0 8:1.0 9:1.0 10:0.0 23:7.916436 34:10.0 36:147.0 37:30.0 40:5.0 #docid = 6ad8eafc7c1b1cb2e0538efe63f9d9333d401b9f
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:4.0 36:188.0 37:0.0 40:4.0 #docid = f3ee44ad5e05f1574af7f8eb4327c22067e5f384
0 qid:439 1:9.141061 2:0.0 8:1.0 9:3.0 10:0.0 23:23.74931 34:14.0 36:329.0 37:0.0 40:0.0 #docid = 17ef44f368b2e75d323aa844bdb3ce484e2710b7
0 qid:439 1:12.877542 2:0.0 8:1.0 9:5.0 10:0.0 23:39.58218 34:7.0 36:116.0 37:0.0 40:3.0 #docid = 70a915976758316788991b4acc1f0f3c07315a6d
0 qid:439 1:11.552325 2:0.0 8:1.0 9:3.0 10:0.0 23:23.74931 34:7.0 36:116.0 37:0.0 40:0.0 #docid = 4996354c82ae5327f36b079f927521fea58e2e64
0 qid:439 1:5.437252 2:0.0 8:1.0 9:1.0 10:0.0 23:4.964283 34:9.0 36:57.0 37:0.0 40:0.0 #docid = 7f65c96042808df6f03ef683445ea8c0c603222c
1 qid:439 1:7.527709 2:0.0 8:3.0 9:6.0 10:0.0 23:29.785697999999996 34:16.0 36:122.0 37:0.0 40:0.0 #docid = 9a5eec96063117ca66b1aeeda6567a1aebe6727f
0 qid:439 1:9.875027000000001 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:16.0 36:141.0 37:0.0 40:3.0 #docid = 3dd05e49c57ee1c0ec5ba51f22d3f8cd89470a84
0 qid:439 1:10.955812 2:0.0 8:1.0 9:2.0 10:0.0 23:15.832872 34:9.0 36:93.0 37:0.0 40:0.0 #docid = 36aaba78a128938e191355d8aba5877b921cbbdd
0 qid:439 1:0.0 2:0.0 8:1.0 9:0.0 10:0.0 23:0.0 34:5.0 36:175.0 37:0.0 40:0.0 #docid = f42eeec782939e2a437c74bd59ac15a6277e13d0
0 qid:568 1:13.886125 2:0.0 8:1.0 9:1.0 10:0.0 23:13.590060999999999 34:5.0 36:127.0 37:6.0 40:0.0 #docid = 07cd5cfc60c4eb1d17dd01c25f0f9223ed2ccf1d
0 qid:568 1:19.945210999999997 2:0.0 8:1.0 9:2.0 10:0.0 23:27.180121999999997 34:11.0 36:94.0 37:4.0 40:0.0 #docid = 03250832453d62360d93930d2d7141e957935392
0 qid:568 1:17.039288 2:0.0 8:1.0 9:1.0 10:0.0 23:13.590060999999999 34:21.0 36:62.0 37:0.0 40:0.0 #docid = b9d80a9cc66e6d9be642ffa415eb95e9ccb2e1a6
0 qid:568 1:22.242197 2:0.0 8:1.0 9:6.0 10:0.0 23:81.54037 34:16.0 36:221.0 37:8.0 40:0.0 #docid = c51cf0da5f27c30714f7fb31d0604d7709bb4c91
0 qid:568 1:15.582332999999998 2:0.0 8:1.0 9:1.0 10:0.0 23:13.590060999999999 34:8.0 36:90.0 37:82.0 40:10.0 #docid = 82b40fc8655976e2f42e334245f866f32323fc7b
0 qid:568 1:18.499031 2:0.0 8:1.0 9:2.0 10:0.0 23:27.180121999999997 34:10.0 36:132.0 37:12.0 40:2.0 #docid = 6ecd18b81ac64b27681e0f73ed61a07dce572400
