sid,q_num,qid,doc_id,relevance,title_score,abstract_score,venue_score,authors_score,sources_score,fields_of_study_score,in_citations,out_citations,min_hindex,avg_hindex,max_hindex,min_authorpapers,avg_authorpapers,max_authorpapers,min_i10index,avg_i10index,max_i10index,min_numcitations,avg_numcitations,max_numcitations,num_hclass_L,num_hclass_H
0,0,5438,3861839d05cb39ec928590b169f08a5c119fb56f,0,16.676626,15.812092,0.0,0.0,0.0,0.0,499.0,14.0,28.0,47.5,63.0,172.0,444.25,978.0,54.0,132.5,165.0,6064.0,13323.25,16896.0,0.0,4.0
0,0,5438,955ef754cf9a7480383d46197232792afdf0b691,1,17.377283,19.477043,0.0,0.0,0.0,0.0,625.0,0.0,29.0,29.0,29.0,279.0,279.0,279.0,91.0,91.0,91.0,3828.0,3828.0,3828.0,0.0,1.0
0,0,5438,93a96e0f68038fbbe70f80952632e8f0770af56e,0,14.877084,19.426147,0.0,0.0,0.0,0.0,1076.0,4.0,10.0,19.5,29.0,31.0,103.0,175.0,10.0,37.0,64.0,1907.0,3145.5,4384.0,0.0,2.0
0,0,5438,379f897fa771cc8fecddac7e982c6fb0a3fffb86,0,17.377283,17.935925,0.0,0.0,0.0,0.0,7800.0,0.0,16.0,16.0,16.0,42.0,44.0,46.0,17.0,17.5,18.0,9555.0,9731.0,9907.0,0.0,2.0
0,0,5438,3d9c9982b639be42e97c1d0dc4b5ce74d163f064,0,16.676626,19.37614,4.96839,0.0,0.0,0.0,669.0,33.0,2.0,5.666666666666667,12.0,3.0,11.333333333333334,28.0,1.0,5.666666666666667,13.0,671.0,1375.3333333333333,2756.0,2.0,1.0
0,0,5438,20cca03bbdbd83d321a3939694ae9b41f6b8e66d,0,14.877084,20.55745,0.0,0.0,0.0,0.0,562.0,18.0,9.0,16.0,25.0,16.0,45.75,99.0,8.0,21.25,40.0,1009.0,1630.5,2510.0,1.0,3.0
0,0,5438,10da56ca968d4e862d9071246790e930660438d4,0,13.428085,18.689734,0.0,0.0,0.0,0.0,725.0,18.0,35.0,58.333333333333336,103.0,103.0,485.6666666666667,1061.0,58.0,206.66666666666663,461.0,8122.0,23531.33333333333,53625.0,0.0,3.0
0,0,5438,11e4e71b13860045fa9abff5ea227463d0e7562b,0,12.609335,17.7908,3.9538755,0.0,0.0,0.0,674.0,11.0,35.0,58.333333333333336,103.0,103.0,485.6666666666667,1061.0,58.0,206.66666666666663,461.0,8122.0,23531.33333333333,53625.0,0.0,3.0
0,0,5438,04bc9c61c81c9125e39a6c52bee56f794e463a6f,0,18.139397,20.88889,0.0,0.0,0.0,0.0,751.0,11.0,11.0,26.33333333333333,37.0,39.0,385.3333333333333,624.0,12.0,91.66666666666669,132.0,1057.0,3892.6666666666665,5596.0,0.0,3.0
0,0,5438,c50a7f1850d1770fe728b8e42200e463ca669896,0,18.470272,20.754898,4.96839,0.0,0.0,0.0,2232.0,44.0,28.0,52.75,101.0,177.0,527.0,909.0,61.0,191.25,372.0,4555.0,19326.5,51766.0,0.0,4.0
0,0,5438,af9bbea473e72fcbef487f3205e3f252a5ac8a3a,0,14.877084,17.345846,0.0,0.0,0.0,0.0,572.0,15.0,4.0,17.53846153846154,32.0,4.0,89.61538461538461,248.0,4.0,29.23076923076923,85.0,632.0,2066.769230769231,4574.0,1.0,12.0
0,0,5438,70f3a58b0fc6916c2e6616bfbae5758c00408894,0,16.030281,18.955593,0.0,0.0,0.0,0.0,533.0,1.0,9.0,9.0,9.0,21.0,21.0,21.0,6.0,6.0,6.0,696.0,696.0,696.0,1.0,0.0
0,0,5438,993db6e50adc33307896403c83ef10399883454f,0,18.971424,20.355942,0.0,0.0,0.0,0.0,515.0,1.0,1.0,4.333333333333333,9.0,1.0,14.333333333333334,24.0,1.0,3.0,7.0,515.0,585.3333333333334,712.0,3.0,0.0
0,0,5438,cffd51ac65dddbc4b49133e9a943cb6add05827e,0,16.895416,18.262115,0.0,0.0,0.0,0.0,652.0,61.0,13.0,29.0,38.0,20.0,171.66666666666666,353.0,13.0,67.33333333333333,125.0,1710.0,4411.5,7181.0,0.0,6.0
0,0,5438,a9d11c8371a3608aab9996c742e7c12bd3562b25,0,16.676626,17.488686,3.1077616,0.0,0.0,0.0,1456.0,22.0,3.0,15.142857142857142,37.0,5.0,43.85714285714285,165.0,3.0,23.285714285714285,85.0,1499.0,3181.8571428571427,8117.0,1.0,6.0
0,0,5438,c4e85963c9461f7b1fb752acee5275a4545314b7,0,,,,,,,,,,,,,,,,,,,,,,
0,0,5438,b6b9e1943c9e2e7ca09c28cdc50c25b3918f3735,0,18.139397,15.06954,0.0,0.0,0.0,0.0,857.0,12.0,2.0,6.5,15.0,2.0,38.25,75.0,2.0,5.75,16.0,941.0,1277.75,1787.0,3.0,1.0
0,0,5438,7964791a1dab49340b55672a6cc3c176f517831b,1,16.030281,19.03804,0.0,0.0,0.0,0.0,820.0,10.0,14.0,28.33333333333333,42.0,80.0,201.0,306.0,18.0,61.66666666666666,111.0,1553.0,4129.333333333333,6544.0,0.0,3.0
0,0,5438,e27d5122a0ee36d82d3d4b64647134d19e156189,0,15.432171,15.203599,0.0,0.0,0.0,0.0,616.0,15.0,16.0,40.833333333333336,63.0,62.0,338.5,978.0,16.0,106.5,165.0,3438.0,10627.666666666666,16896.0,0.0,6.0
0,1,23837,81c681cbed86579db06547578fce31d1d8c854b9,0,8.308991,7.451994,0.0,0.0,0.0,0.0,4038.0,9.0,22.0,34.0,52.0,29.0,81.0,134.0,23.0,46.75,75.0,18581.0,25842.75,40181.0,0.0,4.0
0,1,23837,74be5e9261ba8fb4c1c08c25c4aea69d69d6b7ed,0,7.5801783,7.3682494,0.0,0.0,0.0,0.0,972.0,0.0,65.0,65.0,65.0,401.0,401.0,401.0,163.0,163.0,163.0,17354.0,17354.0,17354.0,0.0,1.0
0,1,23837,fb5184bc15b82bc60a7b29c5af9b82be3026d636,0,9.45775,0.0,0.0,0.0,0.0,0.0,151.0,0.0,11.0,11.0,11.0,51.0,51.0,51.0,11.0,11.0,11.0,968.0,968.0,968.0,0.0,1.0
0,1,23837,e3c3934a8ca44ecc874752ed9fe49fc21f02a595,0,8.777372,7.77839,0.0,0.0,0.0,0.0,325.0,0.0,17.0,25.33333333333333,35.0,54.0,110.33333333333331,147.0,21.0,41.66666666666666,62.0,1438.0,4111.333333333333,7434.0,0.0,3.0
0,1,23837,8cf92eb7ba51884bd9766a59acb1470a7e49f2ad,0,9.45775,11.416156,0.0,0.0,0.0,0.0,71.0,20.0,29.0,29.0,29.0,153.0,153.0,153.0,53.0,53.0,53.0,5940.0,5940.0,5940.0,0.0,1.0
0,1,23837,99d70df3ca706aba7dd9ec79c2415c7225952a55,0,9.104869,7.6013403,0.0,0.0,0.0,0.0,206.0,1.0,6.0,18.5,31.0,21.0,141.5,262.0,5.0,35.0,65.0,317.0,2259.5,4202.0,1.0,1.0
0,1,23837,6286041da5f1c5cb87211250d5c4f002f105c472,1,21.677671,7.6013403,0.0,0.0,0.0,0.0,16.0,1.0,10.0,10.0,10.0,94.0,94.0,94.0,9.0,9.0,9.0,357.0,357.0,357.0,0.0,1.0
0,1,23837,4d92f9c9926cdd43558e734361c87349a31356f2,0,9.104869,5.8656774,0.0,0.0,0.0,0.0,884.0,0.0,31.0,35.5,40.0,493.0,508.0,523.0,72.0,86.5,101.0,6650.0,7457.0,8264.0,0.0,2.0
0,1,23837,8b1053031bcd8798c2eb1f1536f1308221232088,0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,3.0,4.5,6.0,32.0,41.5,51.0,2.0,2.0,2.0,329.0,356.0,383.0,2.0,0.0
0,1,23837,c970c10f8d78f89a37bfeee2e2e6b08aad8fbfae,0,10.252472,8.577534,0.0,0.0,0.0,0.0,177.0,20.0,48.0,51.5,55.0,168.0,186.0,204.0,83.0,93.0,103.0,9637.0,11396.0,13155.0,0.0,2.0
0,1,23837,a65bcf182e1ab60c019244aaf2c5aa2c96a660fb,0,21.052135,14.817503,0.0,0.0,0.0,0.0,48.0,0.0,2.0,2.0,2.0,13.0,13.0,13.0,1.0,1.0,1.0,50.0,50.0,50.0,1.0,0.0
0,1,23837,fffc42bfae388f857021fe3539ea4142ca74ac8b,0,6.9689093,6.8341823,0.0,0.0,0.0,0.0,819.0,45.0,10.0,23.666666666666668,50.0,42.0,96.66666666666669,197.0,7.0,38.66666666666666,97.0,1239.0,4300.666666666667,10113.0,0.0,3.0
0,1,23837,994c02b2021d335cf102e1b87eee9c34b190cac6,0,8.777372,11.332329,0.0,0.0,0.0,0.0,18.0,6.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,1.0,1.0,18.0,18.0,18.0,1.0,0.0
0,1,23837,5b06a4e6e1a98859161b0b8ceeb9c2492941e67d,0,10.702113,7.9551315,0.0,0.0,0.0,0.0,75.0,0.0,4.0,4.0,4.0,14.0,14.0,14.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,0.0
0,1,23837,a15efc585764c1acc21048beb3cf206e2e9768f5,1,10.702113,13.349848,0.0,0.0,0.0,0.0,71.0,0.0,5.0,9.0,13.0,85.0,118.0,151.0,5.0,10.5,16.0,274.0,447.0,620.0,1.0,1.0
0,1,23837,900574e42eb5b7e602fcbb029b821448a698b129,0,10.702113,7.115462,0.0,0.0,0.0,0.0,227.0,8.0,25.0,25.0,25.0,113.0,113.0,113.0,40.0,40.0,40.0,4917.0,4917.0,4917.0,0.0,1.0
0,1,23837,31fd4426d84108717a2e7dda33a73f86cdf823b2,0,10.702113,11.673707,0.0,0.0,0.0,0.0,66.0,0.0,13.0,13.0,13.0,160.0,160.0,160.0,21.0,21.0,21.0,727.0,727.0,727.0,0.0,1.0
0,1,23837,35820013d9fd25916bef0462dddd1ac55712dda8,0,6.9689093,0.0,0.0,0.0,0.0,0.0,656.0,0.0,37.0,46.0,55.0,256.0,260.5,265.0,72.0,80.0,88.0,10184.0,19463.5,28743.0,0.0,2.0
0,1,23837,505f3c93b5c4a5326e5882f891a8790ab9b468f1,0,7.9278703,18.144176,0.0,0.0,0.0,0.0,92.0,0.0,9.0,9.0,9.0,87.0,87.0,87.0,9.0,9.0,9.0,300.0,300.0,300.0,1.0,0.0
0,1,23837,ff531179c8f4421aa054d678c42c2ccf23b1ef15,0,7.9278703,6.827617,0.0,0.0,0.0,0.0,593.0,0.0,4.0,4.0,4.0,55.0,55.0,55.0,1.0,1.0,1.0,629.0,629.0,629.0,1.0,0.0
0,1,23837,463d8c00c8bf8ff6cd6ffd9b8e14239e0967e2ca,1,8.308991,0.0,0.0,0.0,0.0,0.0,104.0,0.0,2.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,106.0,106.0,106.0,1.0,0.0
0,1,23837,20b898c0b098a7b958f19394c0e91f540c53ec2b,0,8.777372,6.967017,0.0,0.0,0.0,0.0,83.0,18.0,38.0,38.0,38.0,157.0,157.0,157.0,69.0,69.0,69.0,12797.0,12797.0,12797.0,0.0,1.0
0,1,23837,ddf9b445237624ec0b475cace671867104611736,1,8.308991,7.806913,0.0,0.0,0.0,0.0,745.0,0.0,1.0,1.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0,745.0,745.0,745.0,2.0,0.0
0,1,23837,fce20c1bacb481205e441928429b3da0c4994da2,0,8.777372,9.192641,0.0,0.0,0.0,0.0,88.0,30.0,17.0,17.0,17.0,69.0,69.0,69.0,22.0,22.0,22.0,1037.0,1037.0,1037.0,0.0,1.0
0,1,23837,b34d4ff0ea6d5a0ca35798a33c2da2de637efe97,0,9.839089,0.0,0.0,0.0,0.0,0.0,187.0,0.0,11.0,25.5,40.0,101.0,312.0,523.0,12.0,56.5,101.0,906.0,4585.0,8264.0,0.0,2.0
0,1,23837,c6ecea98d09733bddbfb8eab09de8220bf25a9a1,0,8.777372,18.970612,0.0,0.0,0.0,0.0,175.0,9.0,5.0,5.0,5.0,39.0,39.0,39.0,3.0,3.0,3.0,223.0,223.0,223.0,1.0,0.0
0,1,23837,8a57e7c8ec4cf7c055da296664942ef5b9095b3b,0,7.9278703,8.53485,0.0,0.0,0.0,0.0,436.0,2.0,27.0,36.0,45.0,139.0,181.0,223.0,53.0,70.0,87.0,2621.0,4578.0,6535.0,0.0,2.0
0,1,23837,b61145cba2cc21b90fb505b5dbd81ffc9dfb7681,0,19.120874,17.82129,0.0,0.0,0.0,0.0,1.0,0.0,13.0,13.0,13.0,329.0,329.0,329.0,25.0,25.0,25.0,905.0,905.0,905.0,0.0,1.0
0,1,23837,d55683fd22cff94057619678fa94fa655fb1d0ed,1,10.702113,8.259326,0.0,0.0,0.0,0.0,80.0,0.0,40.0,40.0,40.0,523.0,523.0,523.0,101.0,101.0,101.0,8264.0,8264.0,8264.0,0.0,1.0
0,1,23837,5b63ff22277352bf9b5e013c3ce54e981350778d,0,9.45775,7.6013403,0.0,0.0,0.0,0.0,16.0,36.0,17.0,17.0,17.0,69.0,69.0,69.0,22.0,22.0,22.0,1037.0,1037.0,1037.0,0.0,1.0
0,2,89123,9f17759fbc55555d72d306dbb3f0a33d111524d7,1,19.223724,24.77312,0.0,0.0,0.0,0.0,58.0,48.0,9.0,9.0,9.0,22.0,22.0,22.0,7.0,7.0,7.0,188.0,188.0,188.0,1.0,0.0
0,2,89123,0c9fb65d4e56bbfc9519b49721f300284cfbbf71,0,14.440765,15.062152,0.0,0.0,0.0,0.0,108.0,0.0,1.0,4.0,7.0,1.0,20.5,40.0,1.0,3.0,5.0,108.0,185.0,262.0,2.0,0.0
0,2,89123,22b8733be3e6c170253782a54c99b7a1efcb701f,0,11.262123,16.506338,0.0,0.0,0.0,0.0,38.0,61.0,14.0,16.0,19.0,47.0,73.66666666666667,115.0,17.0,21.666666666666668,26.0,500.0,773.0,1144.0,0.0,3.0
0,2,89123,0acdf697d9b91d8bf0d3acdd3d7461afc800a6c0,1,23.43919,21.110064,0.0,0.0,0.0,0.0,3.0,0.0,9.0,9.0,9.0,30.0,30.0,30.0,7.0,7.0,7.0,197.0,197.0,197.0,1.0,0.0
0,2,89123,d1cfb3e06f83bc01118f87c42ef0b411f7e67a50,0,21.549042,24.924591,0.0,0.0,0.0,0.0,91.0,0.0,8.0,14.333333333333334,26.0,21.0,100.33333333333331,146.0,7.0,21.33333333333333,49.0,282.0,1452.3333333333333,3323.0,2.0,1.0
0,2,89123,067543b6317bb0ab94bb9b90b9cb6f523d44d2f6,1,12.882489,19.963554,0.0,0.0,0.0,0.0,102.0,0.0,13.0,13.0,13.0,64.0,64.0,64.0,17.0,17.0,17.0,867.0,867.0,867.0,0.0,1.0
0,2,89123,d6b48754da936d0689a4fd1e2077b4c4610cb9cc,0,12.435204,20.790016,0.0,0.0,0.0,0.0,86.0,0.0,13.0,13.0,13.0,64.0,64.0,64.0,17.0,17.0,17.0,867.0,867.0,867.0,0.0,1.0
0,2,89123,094e84c894490313f3e7792c43d816f5088262bd,1,12.20159,15.290869,0.0,0.0,0.0,0.0,107.0,16.0,17.0,17.0,17.0,72.0,72.0,72.0,22.0,22.0,22.0,1551.0,1551.0,1551.0,0.0,1.0
0,2,89123,773b48e7b40d9a964b46caafc6a0a2efd2f70f73,0,15.707418,17.89075,0.0,0.0,0.0,0.0,86.0,0.0,66.0,66.0,66.0,251.0,251.0,251.0,137.0,137.0,137.0,14538.0,14538.0,14538.0,0.0,1.0
0,2,89123,62b19468ecf35e1f730f2470eed8790cf05210e1,0,14.440765,16.004133,0.0,0.0,0.0,0.0,124.0,0.0,38.0,38.0,38.0,160.0,160.0,160.0,71.0,71.0,71.0,7904.0,7904.0,7904.0,0.0,1.0
0,3,109411,475a594ce3531c6982ddcce205c34da83b4ac64c,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,68.0,68.0,68.0,3.0,3.0,3.0,73.0,73.0,73.0,1.0,0.0
0,3,109411,95a821a58072c2036706d4673cae1611f79a9e35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,4.6,10.0,2.0,30.2,98.0,0.0,3.8,10.0,0.0,129.6,370.0,4.0,1.0
0,3,109411,43ac8099f6c8f1de8ffc21a2e022ba26e70573cc,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,2.75,8.0,1.0,16.5,59.0,0.0,1.75,7.0,0.0,83.75,335.0,4.0,0.0
0,3,109411,19682ac05d727d95c7e9ccd75458c51d7c85933f,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,2.0,21.666666666666668,57.0,0.0,1.0,3.0,1.0,36.0,106.0,3.0,0.0
0,3,109411,f302ae0552fa64c5121a306ed2cf4c61c0e3ceb5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,109411,4b375d1bebc00ac166c2db475ec7cbeb6db12165,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,12.5,21.0,13.0,98.5,184.0,0.0,18.5,37.0,31.0,991.0,1951.0,1.0,1.0
0,3,109411,65b59dde6e26e4fe346d03f7c7d01a602ab7afa3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,109411,6d388e832c759a824000695ab8dcbed078b273b8,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,21.0,21.0,21.0,289.0,289.0,289.0,58.0,58.0,58.0,1554.0,1554.0,1554.0,0.0,1.0
0,3,109411,d65cf6f55dc9c413d03bab03ceedadf6270f0b01,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,2.0,9.0,32.5,56.0,0.0,0.0,0.0,1.0,16.0,31.0,2.0,0.0
0,3,109411,8b86c6fb856b29b88a4aaf003d319c117449db73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,48.0,48.0,48.0,0.0,0.0,0.0,28.0,28.0,28.0,1.0,0.0
0,4,59671,07de99bf42bfe42d840987219fcf0c1bbeac4e80,0,10.75281,11.012505,0.0,0.0,0.0,0.0,5.0,35.0,7.0,8.5,10.0,35.0,42.5,50.0,3.0,6.5,10.0,236.0,286.0,336.0,1.0,1.0
0,4,59671,61704a94e044394e92e83446c7d567553bcf458a,0,10.874367,0.34092852,0.0,0.0,0.0,0.0,3.0,12.0,9.0,9.0,9.0,51.0,76.0,101.0,7.0,7.0,7.0,259.0,304.5,350.0,2.0,0.0
0,4,59671,fc2c733bb15bf5b9537d55772c5b8149ccf703a5,1,13.29545,26.905497,0.0,0.0,0.0,0.0,1.0,35.0,2.0,2.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0
0,4,59671,31da33c21f2381ce88db778b190148614f055b89,0,7.254033,13.915871,0.0,0.0,0.0,0.0,343.0,45.0,11.0,14.666666666666666,22.0,29.0,50.333333333333336,75.0,11.0,18.33333333333333,31.0,692.0,2392.0,5755.0,0.0,3.0
0,4,59671,6aeb90c3b85844f01117a60d6203707e3d8cfaca,0,10.9001875,0.26430807,0.0,0.0,0.0,0.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,9.0,2.0,0.0
0,4,59671,310c6c1e3bbed3c8d4834343d953b83ac6be7b21,1,9.520806,11.2849865,0.0,0.0,0.0,0.0,1.0,110.0,10.0,10.0,10.0,63.0,63.0,63.0,10.0,10.0,10.0,327.0,327.0,327.0,0.0,1.0
0,4,59671,47f3214127f2323818323fb03aeb6d7d4f079460,0,7.9869223,15.443084,0.994991,0.0,0.0,0.0,19.0,0.0,3.0,28.166666666666668,57.0,6.0,243.83333333333331,566.0,3.0,93.66666666666669,238.0,79.0,6368.666666666667,15375.0,2.0,4.0
0,4,59671,e5c65d71b38e7753eb6f5ca73ff9b01ab958ef3a,0,9.997453,16.517986,0.0,0.0,0.0,0.0,8.0,23.0,1.0,2.888888888888889,6.0,1.0,14.444444444444445,68.0,0.0,0.5555555555555556,3.0,8.0,37.11111111111112,163.0,9.0,0.0
0,4,59671,a234dc806ad735c92c6b8ebbf04c09847267bfd8,0,23.306175,25.449242,0.0,0.0,0.0,0.0,19.0,8.0,13.0,13.0,13.0,50.0,54.0,58.0,14.0,14.5,15.0,476.0,482.0,488.0,0.0,2.0
0,4,59671,fc3f372842f6ca776b416d33ce98d62f634c3302,0,11.05633,11.33094,0.0,0.0,0.0,0.0,29.0,22.0,1.0,4.0,6.0,1.0,12.0,21.0,1.0,3.333333333333333,5.0,29.0,121.66666666666669,241.0,3.0,0.0
0,4,59671,ea349162d97873d4493502e205968ffccb23fcf2,0,9.543954,10.024889,0.0,0.0,0.0,0.0,19853.0,51.0,40.0,40.0,40.0,112.0,112.0,112.0,56.0,56.0,56.0,60205.0,60205.0,60205.0,0.0,1.0
0,4,59671,5c89473742505b27deb66b5ba4a0dccee4709598,0,10.2312765,8.322406,0.0,0.0,0.0,0.0,19.0,14.0,5.0,5.0,5.0,22.0,22.0,22.0,2.0,2.0,2.0,110.0,110.0,110.0,1.0,0.0
0,4,59671,fb0b4636f408411c644c72555d6087d87a009e37,0,8.320108,12.1243305,0.0,0.0,0.0,0.0,6.0,38.0,13.0,23.5,34.0,53.0,93.5,134.0,16.0,35.0,54.0,972.0,3867.0,6762.0,0.0,2.0
0,4,59671,d665b79c1014d6411de7bd3877476fd7abc865e6,0,23.306175,11.745609,0.0,0.0,0.0,0.0,19.0,0.0,5.0,9.75,16.0,14.0,149.25,369.0,5.0,11.25,23.0,169.0,410.25,841.0,2.0,2.0
0,4,59671,322d03bdbf58a1c0740c74c6abad84060ffdc7e3,1,17.100655,27.633049,0.0,0.0,0.0,0.0,2.0,35.0,1.0,2.0,3.0,1.0,5.666666666666667,12.0,0.0,0.0,0.0,2.0,7.0,13.0,3.0,0.0
0,4,59671,cb0906d07ec61c1cab77ade38ddf233858532875,0,8.918647,7.954707,0.0,0.0,0.0,0.0,3.0,23.0,2.0,7.75,16.0,4.0,40.0,90.0,0.0,8.0,21.0,6.0,331.0,1106.0,3.0,1.0
0,4,59671,c11b0a6f27a078fe4bee50c2c5f3fc77e01551fe,0,8.918647,12.713914,0.0,0.0,0.0,0.0,32.0,24.0,32.0,32.0,32.0,90.0,90.0,90.0,50.0,50.0,50.0,4583.0,4583.0,4583.0,0.0,1.0
0,4,59671,dff64d220c80685bcaca2a32ee62e6863e55dfbb,1,22.546865,21.019064,0.0,0.0,0.0,0.0,20.0,34.0,6.0,11.333333333333334,17.0,9.0,44.0,102.0,3.0,15.0,31.0,76.0,599.0,1482.0,1.0,2.0
0,4,59671,1361b896eb39acdb014f80a90683a2c3edc8c952,0,9.219615,8.706703,0.0,0.0,0.0,0.0,7.0,0.0,6.0,6.0,6.0,22.0,22.0,22.0,3.0,3.0,3.0,103.0,103.0,103.0,1.0,0.0
0,4,59671,5f4b1aae83024a4408143baaf47641ab38bcc7e9,0,10.2312765,12.625794,0.0,0.0,0.0,0.0,100.0,12.0,2.0,2.6666666666666665,3.0,5.0,5.666666666666667,6.0,2.0,2.6666666666666665,3.0,139.0,150.0,161.0,3.0,0.0
0,4,59671,3db495e37690e21e154084f5035218a7d07274f9,0,9.609976,12.046132,0.77003175,0.0,0.0,0.0,9.0,10.0,10.0,15.0,20.0,74.0,150.5,227.0,10.0,23.0,36.0,764.0,1138.0,1512.0,0.0,2.0
0,4,59671,ef4005599926074e240a241f58805fb4b251fa25,0,9.863263,7.1839137,0.0,0.0,0.0,0.0,91.0,72.0,11.0,19.75,33.0,25.0,72.0,135.0,12.0,33.75,70.0,640.0,1494.5,3206.0,0.0,4.0
0,4,59671,72b0b99fcee335b3af8a76c029d8f0fb2fde61df,0,8.608988,20.804222,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.5,8.0,5.0,50.5,96.0,0.0,3.0,6.0,5.0,111.5,218.0,2.0,0.0
0,4,59671,4bd350187254e0bdc0d16491f6a00100a7d1839a,0,15.867916,26.821928,0.0,0.0,0.0,0.0,42.0,13.0,32.0,32.0,32.0,90.0,90.0,90.0,50.0,50.0,50.0,4583.0,4583.0,4583.0,0.0,1.0
