qid,title_score,abstract_score,entities_score,venue_score,journal_score,authors_score,year,inCitations,outCitations,doc_id,qlength
88,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,786.0,34.0,1c059493904b2244d2280b8b4c0c7d3ca115be73,8
88,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,569.0,30.0,1762baa638866a13dcc6d146fd5a49b36cbd9c30,8
88,18.05289,19.442827,0.0,0.0,0.0,0.0,2016.0,68.0,12.0,1eb6538c7fa6a41923869924a55c95036f06c9a0,8
88,20.500202,20.326517,0.0,0.0,0.0,0.0,2015.0,12.0,6.0,0edb7368b6f14d1b4e3a062cb2fe96e9ae50e111,8
88,16.12758,22.373516,0.0,0.0,0.0,0.0,2018.0,56.0,46.0,908272f8e6340971600148d4e73f50e1e8843aaf,8
88,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,692.0,21.0,0834e74304b547c9354b6d7da6fa78ef47a48fa8,8
88,19.613894,23.774292,0.0,0.0,0.0,0.0,2014.0,967.0,41.0,1a67622ca58aa851afe36ad6c6e78f9fb9d691d2,8
183,29.60484,0.0,0.0,0.0,0.0,0.0,2017.0,497.0,19.0,326a0914dcdf7f42b5e1c2887174476728ca1b9d,15
183,26.802658,22.103264,0.0,0.0,0.0,0.0,2018.0,3.0,15.0,8f9ae6471b94bc415e375d2bd50cd166e44f5a18,15
183,0.0,8.234543,0.0,0.0,0.0,0.0,2017.0,374.0,44.0,744fe47157477235032f7bb3777800f9f2f45e52,15
183,28.134148,16.02631,0.0,0.0,0.0,0.0,2018.0,5.0,17.0,d4f43d73cd1f339395349bfb221a667e8148a251,15
183,15.794993,9.863407,0.0,0.0,0.0,0.0,2017.0,340.0,18.0,acd87843a451d18b4dc6474ddce1ae946429eaf1,15
183,14.429226,17.564003,0.0,0.0,0.0,0.0,2017.0,7.0,32.0,ed6e6fb828e36b7225551c91a0c59a18d9c46626,15
183,15.081252,22.757425,0.0,0.0,0.0,0.0,2017.0,791.0,29.0,d0e51833b3db3af1c762ab723efd08f117a497c8,15
219,0.0,3.7883418,0.0,0.0,0.0,0.0,2013.0,7.0,0.0,5d921c7f79cd438e9d6f9c1092d04c72cf8e79e6,12
219,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,0.0,8cba14428d0b29df1110193f14c51d0056765ff4,12
219,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,278.0,0.0,72a41a542acb09254eaba6e2279e2a614693ce7e,12
219,0.0,2.889975,0.0,0.0,0.0,0.0,2005.0,85.0,18.0,0dfa1a50f8d62805d26aa8c12171f0be8d60fa1b,12
219,0.0,6.1326437,0.0,0.0,0.0,0.0,2014.0,0.0,0.0,538134c95cf4247876646d8eb212c1172013d25b,12
219,0.0,3.6466436,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,11c6c50fa065b8aacfcc0b5574cde5db0c30d605,12
225,11.834259,16.675604,0.0,0.0,0.0,0.0,2011.0,66.0,11.0,3986e856c4e024765caf83a19ee4b6403c6795ab,7
225,11.834259,14.810018,0.0,0.0,0.0,0.0,2007.0,100.0,2.0,5d3db40e7ab3c8627803c98158aead737945f753,7
225,12.940026,16.452423,0.0,0.0,0.0,0.0,2009.0,155.0,18.0,67c1e427073b95a5909b072cfc0bca081ac03f4e,7
225,11.834259,13.638338,0.0,0.0,0.0,0.0,2006.0,173.0,7.0,39b32521bf1b5b923f6fa3601770a0da13d0cad8,7
225,13.597947,16.08869,0.0,0.0,0.0,0.0,2006.0,176.0,0.0,3b1391754bc8e39b4508c36e36fa77f4bda203d5,7
225,10.4755535,15.662799,0.0,0.0,0.0,0.0,2010.0,216.0,11.0,2c47ec88ad81f5fa487636de9fb7e362dd7180b7,7
230,19.296814,26.412666,7.6588025,0.0,0.0,0.0,2012.0,1.0,5.0,c161fa91015d74ada0035c1d79e6a39feedcdfbf,17
230,14.69502,17.940397,0.0,0.0,0.0,0.0,2002.0,183.0,24.0,03af306bcb882da089453fa57539f62aa7b5289e,17
230,14.69502,18.29234,0.0,0.0,0.0,0.0,2003.0,20.0,18.0,594e33bbfd90d4f6001ebaf122d1bea331748cb7,17
230,11.560623,22.790333,5.095322,0.0,0.0,0.0,2003.0,107.0,13.0,ca966559c378c0d22d17b1bbce7f55b41cbbfba5,17
230,21.140837,26.15992,0.0,0.0,0.0,0.0,2012.0,2.0,10.0,c3bc1437ce4e47bd9abb941a7f193d85615f71cc,17
230,14.69502,18.29234,0.0,0.0,0.0,0.0,2011.0,3.0,13.0,3d33ba419b242ff4a765afaa873b4a18be58b04c,17
247,1.2029015,0.08243764,0.0,0.0,0.0,14.128808,2016.0,4.0,18.0,d27bbc03cd3c28a08991ed44c08b5d7a2a8085a1,18
247,0.97105294,8.962746,0.0,0.0,0.0,16.591595,2017.0,0.0,2.0,f81c08680828f23a53f797d1b5f309e0a8fe54b3,18
247,0.0,0.072365634,0.0,1.0872563,1.0830564,9.149215,2018.0,0.0,11.0,01d22cf342c050549d6b76100b05186a3915fc57,18
247,1.1568658,0.084279306,0.0,0.0,0.0,9.452062,2015.0,0.0,12.0,387651a83691d91f88029ab7b829814ee288d72f,18
247,0.0,14.391624,0.0,0.0,0.0,14.128808,2018.0,0.0,10.0,4c36b5bce21b96d0b77f1049c9f3f3967dd311c1,18
247,1.2261522,15.359883,0.0,0.0,0.0,0.0,2016.0,1.0,30.0,9d56fc4aecd26875376a74abc822ef645a62ace6,18
258,5.8097143,4.120406,0.0,0.0,0.0,0.0,2003.0,1045.0,103.0,e8f26b9187b5343be6608b05dfc0d69e10ad0cfd,6
258,4.6058707,5.595937,5.049717,0.0,0.0,0.0,2003.0,190.0,0.0,1b4a7c4631dbcae0d86dbf9e49bb13f78e1df97a,6
258,4.6058707,5.400371,4.199655,0.0,0.0,0.0,2005.0,1489.0,76.0,390b85ad9d1036aea5076886c8d3acbd5d6b531f,6
258,4.6058707,0.0,3.5945532,0.0,0.0,0.0,2003.0,4287.0,0.0,fd1375d082f3287e2f82de921682f1b7118a2f79,6
258,5.8097143,5.8319745,0.0,0.0,0.0,0.0,2010.0,944.0,69.0,216ba4885c16734f012c88201f6cab6a854882f5,6
258,5.521103,6.1791654,0.0,3.7906704,3.8706198,0.0,2017.0,1391.0,48.0,cd8c4ccb566ffbdb034d2f9430dbfb2fd6fdd5fe,6
258,5.8097143,4.776344,2.714533,0.0,0.0,0.0,2010.0,501.0,0.0,aa5c28e3a53274c379743db713d8f6cb501c9242,6
258,6.1222363,4.976394,4.113106,4.978808,5.044131,0.0,2005.0,659.0,78.0,411e4e9a95f34925ad462929409a803cad29e8b3,6
258,4.906077,5.2939625,4.113106,5.559678,5.611207,0.0,2006.0,1556.0,55.0,af843e2738a35cb7d18674cc7e1d976ee66f4d57,6
258,5.521103,3.854406,0.0,0.0,0.0,0.0,2002.0,4868.0,58.0,5c559cd1238bc43387dd9b45738c232529302064,6
258,5.8097143,5.8959556,2.5744703,0.0,0.0,0.0,2008.0,807.0,99.0,0dccd9e53e47aeb41dbc18bdc5e477d4f6dd3ac4,6
258,4.80013,6.069516,4.384161,0.0,0.0,0.0,2007.0,1237.0,36.0,e06445e4ea5705a840ce9034b1294ace4a45b0e3,6
258,5.0221295,5.887954,4.2358904,3.7906704,3.8706198,0.0,2016.0,1359.0,69.0,85ada8a3fd7dd4ae08cd1818ff7d54355944d02b,6
258,5.259809,6.229748,2.1340287,3.7906704,3.8706198,0.0,2005.0,873.0,41.0,7df8c133c431cdd36978407b9ad45c43e8c71149,6
258,4.8050017,5.22102,2.912607,3.8701673,3.9614222,0.0,2008.0,699.0,41.0,c72d6d077826dbe2422143b53f027bee6729b159,6
258,5.521103,6.134014,0.0,3.7906704,3.8706198,0.0,2012.0,2736.0,15.0,98654416d145b4084dbe46972894d74b9abbd2e0,6
258,5.259809,5.6406565,5.2360544,0.0,0.0,0.0,2000.0,10077.0,57.0,8a30394955cd6a49f2d17bd181554d3609bb9f49,6
258,5.0221295,5.6265583,0.0,0.0,0.0,0.0,2006.0,1425.0,104.0,b70b188447f10cf151ccfb799a0e83c0d3d12660,6
258,4.8050017,4.976394,0.0,0.0,0.0,0.0,2001.0,1463.0,60.0,d22e4da1c2911f72d7fbcf52da6baff28fd18c5a,6
258,5.9581304,5.5682535,5.7810664,4.978808,5.044131,0.0,2004.0,485.0,121.0,b4707c2ef269b7bd0ee5dcda69791e11709725e9,6
258,4.6058707,3.939173,0.0,5.559678,5.611207,0.0,2007.0,1315.0,133.0,dc88ff492be1d429b83c4b52ccfa141b17fba937,6
258,5.259809,5.0464973,3.4102902,0.0,0.0,0.0,2010.0,2782.0,154.0,651b9c397610e48798ff840ce8b3310e193ab2c1,6
258,5.521103,6.037724,3.2439978,3.7906704,3.8706198,0.0,2014.0,2435.0,24.0,71923b6c0e7a0097762c732ce305e850d9926b5b,6
258,5.521103,6.2177424,0.0,3.7906704,3.8706198,0.0,2016.0,2469.0,57.0,02e70a69005abf21219271f460161ea4d1650dd9,6
258,4.8050017,5.928785,4.9137707,5.559678,5.611207,0.0,2007.0,1487.0,32.0,7d26047e774b84282cda0494cd40330bbe9d428a,6
258,5.9581304,5.553217,4.925104,0.0,0.0,0.0,2001.0,4108.0,74.0,a6df62804e0a6aed3c1e260e7a9ffefe90b03171,6
268,0.0,11.922579,0.0,0.0,0.0,0.0,2015.0,671.0,25.0,025720574ef67672c44ba9e7065a83a5d6075c36,4
268,0.0,15.86631,0.0,0.0,0.0,0.0,1997.0,10532.0,30.0,0b3cfbf79d50dae4a16584533227bb728e3522aa,4
268,13.606348,16.182796,0.0,0.0,0.0,0.0,2017.0,611.0,5.0,0be102aa23582c98c357fbf3fcdbd1b6442484c9,4
268,12.478587,15.530887,0.0,0.0,0.0,0.0,2002.0,440.0,19.0,047655e733a9eed9a500afd916efa566915b9110,4
268,11.098715,15.649427,0.0,0.0,0.0,0.0,2015.0,472.0,18.0,4a861d29f36d2e4f03477c5df2730c579d8394d3,4
268,12.478587,9.586394,0.0,0.0,0.0,0.0,2013.0,448.0,18.0,5807664af8e63d5207f59fb263c9e7bd3673be79,4
268,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1207.0,7.0,4b8089bc9b49f84de43acc2eb8900035f7d492b2,4
268,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,473.0,9.0,cdc3542552842d826a661f21e87917b976b4f7ee,4
268,10.704162,16.142248,0.0,0.0,0.0,0.0,2005.0,880.0,14.0,2f83f6e1afadf0963153974968af6b8342775d82,4
268,12.478587,17.75179,0.0,0.0,0.0,0.0,2015.0,438.0,33.0,af88ce6116c2cd2927a4198745e99e5465173783,4
268,13.018088,0.0,0.0,0.0,0.0,0.0,2012.0,454.0,2.0,f9a1b3850dfd837793743565a8af95973d395a4e,4
268,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,925.0,24.0,1d086defc586f914eb88acc380714478e0ad595c,4
268,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1132.0,91.0,ea5f35acafa5a1d60cbfa970d0c8f44eec05dcc8,4
322,13.893724,13.036041,12.175297,12.051256,12.614957,0.0,2011.0,255.0,82.0,b5df5479d6e3f94941dbc88298a93e19fe1c1c0e,15
322,15.14938,7.7159576,10.176117,0.0,0.0,0.0,2006.0,782.0,29.0,83c31aa1f961f1b94a0c229b8ae8eecbe8dc5d56,15
322,7.4948506,9.373695,0.0,0.0,0.0,0.0,2003.0,3912.0,18.0,007524794d49bebca5845722054e459a86d8b785,15
322,8.352047,9.608812,10.469865,0.0,0.0,0.0,2008.0,321.0,19.0,70bf86727af633e0dcad2a9b4259f2de94af8b3c,15
322,8.071358,5.0549946,0.0,0.0,0.0,0.0,2000.0,403.0,5.0,b118b38c180925f9e5bfda98cc12d03f536c12d4,15
322,7.8188844,11.676419,0.0,0.0,0.0,0.0,2004.0,637.0,8.0,dea266419175e64b5b543bd3b9ef11b52243f4c8,15
322,12.830288,11.651985,12.807398,0.0,0.0,0.0,2009.0,357.0,9.0,23c7e43ad7d392dcba39ab81d3656c26f6132a98,15
322,0.0,9.992139,6.0431314,0.0,0.0,31.484547,2003.0,6.0,0.0,39f93078ffb183ce0f12fc5e756bfbdc6fae7ec5,15
322,15.14938,0.0,11.466263,0.0,0.0,0.0,2005.0,130.0,11.0,2a3739e58ee5a29e5cb41b77f288333ad4f07990,15
342,20.674665,33.415993,15.471469,0.0,0.0,0.0,0.0,13.0,30.0,76ef9e885622598d74a35e5691ae4543c51fcc27,30
342,24.654922,24.143559,25.715086,0.0,0.0,0.0,1986.0,3.0,0.0,647c960bb5ed7bc1b8d6aefca2d6e42339083df7,30
342,16.77692,24.641663,13.010289,0.0,0.0,0.0,2006.0,26.0,6.0,c99ce7508aa34e88834203222babc2b519901acb,30
342,22.960854,45.517212,0.0,0.0,0.0,0.0,2014.0,5.0,2.0,7e485438975eaf0ac64f4277631767424df9405b,30
342,20.674665,36.46955,20.71642,0.0,0.0,0.0,2015.0,5.0,35.0,b173d4413f300f8482604255108b2343cf9f1812,30
342,34.1347,46.947136,0.0,0.0,0.0,0.0,2016.0,2.0,0.0,0f7cde37e225c73827c3db5ba2dfea3ea465d56e,30
344,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,548.0,33.0,0e6cb161465d3305142b440937116894f8a91671,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,933.0,60.0,39978ba7c83333475d6825d0ff897692933895fc,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,3679.0,40.0,5c3785bc4dc07d7e77deef7e90973bdeeea760a5,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,961.0,39.0,0d8b85953c25c23c512d4522d5597c8e3e0bb8c7,8
344,20.120892,23.30101,0.0,0.0,0.0,0.0,2018.0,0.0,54.0,a21fd0749a59611af146765e4883bcfc73dcbdc8,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,933.0,28.0,56142d781c2c1231ffbda59efb6f96fc7b5b5b52,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,442.0,29.0,866bc958bfb67dd8477f1dda4328fb1b4a4595a5,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,13373.0,4.0,272216c1f097706721096669d85b2843c23fa77d,8
344,20.9908,23.30101,0.0,0.0,0.0,0.0,2018.0,2.0,55.0,2277289bfa2b0f059b59b7002b1d4dec83fcb047,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,22167.0,26.0,2315fc6c2c0c4abd2443e26a26e7bb86df8e24cc,8
344,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,3437.0,11.0,5d90f06bb70a0a3dced62413346235c02b1aa086,8
350,11.457733,18.807247,9.615965,0.0,0.0,0.0,2006.0,57.0,0.0,9fb5a559b8ebd1f0b467f269e91cde2b1e5d1a2e,12
350,8.616086,15.149599,8.783424,0.0,0.0,0.0,2010.0,8.0,6.0,80dd61350b96561ea881b3c1dab01adc537463a5,12
350,17.259432,21.059772,9.15457,0.0,0.0,0.0,2007.0,48.0,3.0,04baafc04eee66d9d5ee504dfd72a3eaa95903cf,12
350,9.644674,20.50065,11.266661,0.0,0.0,0.0,2002.0,42.0,0.0,e76b477497b2a0080dcb3d286e0794c7274220c6,12
350,7.5434284,17.064209,7.01138,0.0,0.0,0.0,2010.0,25.0,17.0,b45bde4953b27454764a4574f3695250cde20d16,12
350,10.044373,10.019531,6.7632914,0.0,0.0,0.0,2010.0,111.0,30.0,bb9ebccf7abc0c74a620ace7a0c0c3c4469d0dcc,12
362,13.505654,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,7.0,009bea1ec15b28295ac6c797d24dec4a0daaffab,20
362,10.231984,3.6420827,0.0,0.0,0.0,0.0,2017.0,1.0,3.0,73912c7460f795251f91ae8f6e29f8124e2906dc,20
362,12.6091585,19.45244,0.0,0.0,0.0,0.0,2013.0,3.0,6.0,e5bce11c7c05c6ec1b703a36f5d60c204def9b5f,20
362,4.896061,6.153001,7.4645467,0.0,0.0,0.0,2009.0,25.0,26.0,2ecf7769590107025aed7ef31ec42c8ffafa8644,20
362,14.003469,14.213178,10.8952,0.0,0.0,0.0,2015.0,1.0,4.0,1b605775f5ce635697fc9a367e94829984175544,20
369,18.960064,23.263443,2.8599677,0.0,0.0,0.0,2011.0,3.0,4.0,bddc82d0ab9658b29b927881e2728b9e5144edcd,26
369,16.408627,11.676725,9.518363,0.0,0.0,0.0,2007.0,1.0,0.0,daf6cd24d8b8e812bae57587948251351615fb7e,26
369,17.036589,9.616992,0.0,0.0,0.0,0.0,2008.0,2.0,2.0,b1b92cefb5353afaabcec05b06acd3f29593e5a8,26
369,20.115974,16.839851,0.0,0.0,0.0,0.0,2013.0,1.0,1.0,f467d640c56bb24f4b8edcc19d30acbfb6ce5593,26
369,17.036589,19.218487,9.0907955,0.0,0.0,0.0,2010.0,1.0,0.0,00f141cae68e4e5ef1bb05987675a0199dce20e1,26
369,15.28204,19.270277,5.2210383,0.0,0.0,0.0,2007.0,0.0,1.0,b31962103268fc1efb6eddc0c6c4111e4336396d,26
399,23.531593,0.08177762,10.230945,0.0,0.0,0.0,2000.0,1.0,0.0,70acc1bbe045c121a6d782b67c2f5be5a021737f,11
399,17.326342,24.530405,8.691573,0.0,0.0,0.0,2017.0,8.0,0.0,122e4dae668618118e76d3e905b2317fb0dec9a4,11
399,23.531593,25.603039,7.2369967,1.7449869,1.7204177,0.0,2002.0,71.0,6.0,c5ee3dbb296a2a0fe8b7d9da0a972c4803705b9b,11
399,21.796854,13.5944195,6.5724797,0.0,0.0,0.0,2003.0,2.0,1.0,e05870ab24f671894ff64967a12ec216ad85ac85,11
399,7.8083863,24.414948,8.8825,0.0,0.0,0.0,2001.0,119.0,4.0,e93b60141d8382ff26eeb845a58d57a11847b0c0,11
399,22.328691,26.640463,10.496523,0.0,0.0,0.0,2004.0,0.0,16.0,8dcd84a759aede3ea3b5e552f15aa532d017db6e,11
403,7.7619867,9.117511,8.832252,0.0,0.0,0.0,2002.0,500.0,0.0,2c08305a3e547f86ef5ee1fa2d1e2bb3cf69cb7f,35
403,7.0591173,9.403111,10.929051,8.037417,8.088831,0.0,1996.0,387.0,0.0,664dbe9ea8c5892cb97a9c50644ce2e4621fb677,35
403,13.154256,26.678795,22.056007,0.0,0.0,0.0,2002.0,104.0,0.0,d9a3d50c3cf6ee91f43e579ca26bfa17537f34d4,35
403,11.070306,17.08269,13.397973,1.6061796,1.587,0.0,1998.0,382.0,0.0,0586eb83798689930c184283b5228ffd1a1dae4e,35
403,14.880065,17.304247,9.7019415,0.0,0.0,0.0,1991.0,189.0,13.0,ec03905f9a87f0e1e071b16bdac4bc26619a7f2e,35
403,8.8041525,26.404242,12.63348,1.6061796,1.587,0.0,2004.0,12.0,0.0,54818b234aba9aa59ea103a758d67253e88e5d7a,35
439,38.22206,22.201353,16.345652,0.0,0.0,0.0,2007.0,172.0,18.0,797b2bcbedc2b650fff4622b88a3d0d13110c19b,35
439,33.45711,37.482883,26.273619,0.0,0.0,0.0,2005.0,53.0,23.0,ddb78cad3ca8a328a69652d62752abcbcd739ec9,35
439,35.296516,35.217793,23.887106,0.0,0.0,0.0,2003.0,7.0,4.0,69d7d365f15d0ed75000f40f6e8ebb146c9b9a19,35
439,33.9955,28.827662,15.982361,0.0,0.0,0.0,1998.0,1845.0,18.0,04ce064505b1635583fa0d9cc07cac7e9ea993cc,35
439,27.111002,36.082264,20.73877,0.0,0.0,0.0,2003.0,487.0,15.0,19f324359b2a92a6f9a5e2b16f3c7ce5e1145ba2,35
439,35.296516,38.61979,15.345359,0.0,0.0,0.0,2003.0,11.0,12.0,bc7b0684b26abc7c19141f359d5b97968c47994c,35
457,20.452168,17.721424,0.0,0.0,0.0,0.0,2009.0,436.0,25.0,0595d16fca09a3979ccd2222b094e4b72755e780,19
457,19.567932,18.162037,8.345759,0.0,0.0,0.0,2003.0,125.0,7.0,21e24560fadd05562f903fe354a3eb778f33a109,19
457,17.321316,19.835388,11.191332,0.0,0.0,0.0,2009.0,176.0,25.0,720c69b4f25217d1b2a8ae9d15eabaf195b2dae0,19
457,16.682858,13.024635,0.0,0.0,0.0,0.0,2003.0,334.0,33.0,dfbb9078d75d41e3a58ab06e64d876d76b1b1970,19
457,18.756989,11.710583,0.0,0.0,0.0,0.0,1997.0,1127.0,11.0,054ef7772dbca84f077cb928b81a5e55e0f8b0b9,19
457,16.682858,20.825977,0.0,0.0,0.0,0.0,2001.0,141.0,14.0,dedbff3e8156e1909f7b645ab7a282fe71b9fa71,19
457,21.420094,17.986143,21.40792,0.0,0.0,0.0,2004.0,8.0,0.0,0c1ee64e8f73ed86fa4fad59e706842e89846891,19
457,21.569408,14.253792,10.486625,0.0,0.0,0.0,2006.0,55.0,0.0,1d379aee2795094e3f4cd56184589411bc948f83,19
457,16.682858,20.151047,17.752842,0.0,0.0,0.0,1998.0,180.0,19.0,64088cf8ee255bdf0fbfb923ccfa231925c73deb,19
457,8.162873,5.885662,8.120595,0.0,0.0,0.0,1991.0,1168.0,17.0,7bdc1f87eecde3fc3e373333aa5881c9a96ee450,19
500,18.539745,18.378458,10.281322,0.0,0.0,0.0,2014.0,137.0,27.0,7b9cfbb015e9128a62f174c162ac78acdd28f7bc,8
500,16.936644,20.959505,11.577521,0.0,0.0,0.0,2005.0,705.0,9.0,f6af9b7b77530841b52a4be3b1f54949c0810eef,8
500,14.992127,17.517126,8.083444,0.0,0.0,0.0,2011.0,609.0,32.0,0c782b15fe3945652031b2f05dbca91e28756773,8
500,15.588715,14.939654,0.0,0.0,0.0,0.0,2011.0,566.0,0.0,e3c8b4c3667d8e362af3af915c4c845b00bad3b0,8
500,18.539745,19.17718,0.0,0.0,0.0,0.0,2016.0,789.0,0.0,e29acaa8a49704c95153165678e919965d0d74cb,8
503,22.603449,26.777466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637fa4abfe53adbb032057fdd436dab02455f40a,18
503,20.648966,21.593773,0.0,0.0,0.0,0.0,2011.0,2.0,5.0,b6407b9b1668707d69ec60c0192dfa546eaf0b37,18
503,10.581913,24.208015,0.0,0.0,0.0,0.0,2011.0,3.0,0.0,116dea9c6f2167aa7f10a910e19a62201518319d,18
503,20.11137,26.138279,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,ba4bed73e57986440d6a04402e6adbb688cbf8e8,18
503,22.578362,21.779932,7.5063434,0.0,0.0,0.0,2007.0,0.0,0.0,6b2da9d60baeeb063cb6e941ae33fdd47f8f2f6d,18
512,16.724747,17.156225,0.0,0.0,0.0,0.0,2005.0,141.0,4.0,40bb05c3f65fbce3d0b3f56a401892ddca164cd0,12
512,16.724747,15.415578,0.0,0.0,0.0,0.0,2016.0,350.0,44.0,325d145af5f38943e469da6369ab26883a3fd69e,12
512,15.213237,15.238118,0.0,0.0,0.0,0.0,2016.0,141.0,46.0,189355bff03076cc5bddaa11239626051931144d,12
512,15.213237,15.415578,0.0,0.0,0.0,0.0,2011.0,98.0,22.0,ad45970368a941ffaa2c45b6267fe4909196388f,12
512,16.724747,14.698463,0.0,0.0,0.0,0.0,2007.0,95.0,15.0,ad967c33442eba19e8012d1c79efa969a5814839,12
512,17.59902,18.448181,0.0,0.0,0.0,0.0,2015.0,94.0,36.0,6baaca1b6de31ac2a5b1f89e9b3baa61e41d52f9,12
554,0.0,0.08619771,0.0,0.0,0.0,0.0,2002.0,438.0,8.0,7ff3a4039c9d8ee92128546d6797453237702f1b,41
554,10.8167925,8.624149,0.0,0.0,0.0,0.0,2017.0,2.0,49.0,a74ec1071200440329d0304210886c8f5cfdf638,41
