qid,title_score,abstract_score,entities_score,venue_score,journal_score,authors_score,inCitations,outCitations,doc_id,qlength,id,Advanced,Developing,DocLevel,H,L,DocHLevel
95,12.476137,22.79741,0.0,0.0,0.0,0.0,242.0,11.0,754eef845a1fd33405661e9de4e985f020ea949a,8,,,,,,,
95,19.518729999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74bdf73f81b4ceecc9cf216558528e3c7a32cc05,8,,,,,,,
95,22.204628,21.30142,0.0,0.0,0.0,0.0,7.0,0.0,9b8eec97d4cc534f8d54add4748d29c737e82d69,8,,,,,,,
95,18.062182999999997,23.948857999999998,0.0,0.0,0.0,0.0,5.0,7.0,040916070d9d5ee9b3c49c1a25d32ada08ffdeab,8,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,13.0,fb258b885fd03fcccc9e35e672542453d8eef35f,8,,,,,,,
95,13.910120000000001,23.456561999999998,0.0,0.0,0.0,0.0,52.0,7.0,ac49274da67fad0499ff8d28ac625d4fcb7e169e,8,ac49274da67fad0499ff8d28ac625d4fcb7e169e,0.0,6.0,Developing,1.0,5.0,Mixed
95,20.338798999999998,10.716621,0.0,0.0,0.0,0.0,21.0,20.0,bc5fd5500edf72a54bc75216261d95eac9da27f3,8,,,,,,,
95,22.204628,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5c8f2f54637d199251a40c1a47c1a23397d6daea,8,,,,,,,
95,19.518729999999998,16.869513,0.0,0.0,0.0,0.0,4.0,24.0,0deef7e050171f0fb38e0d0733c9de67298891f7,8,0deef7e050171f0fb38e0d0733c9de67298891f7,3.0,5.0,Mixed,1.0,7.0,Mixed
95,19.518729999999998,20.440613,0.0,0.0,0.0,0.0,4.0,0.0,b9a05927945cd090ea911e4e3f52c6576c75f10a,8,,,,,,,
95,13.521583999999999,0.0,0.0,0.0,0.0,0.0,6.0,19.0,fd0d1f1c6e6f28668b34c2237a4e21ea1fcd64f9,8,,,,,,,
95,17.412497000000002,0.0,0.0,0.0,0.0,0.0,7.0,23.0,efe6485492c4511a639b0bb994c44e82c503edf1,8,efe6485492c4511a639b0bb994c44e82c503edf1,5.0,0.0,Advanced,3.0,2.0,Mixed
95,17.412497000000002,16.476426999999997,0.0,0.0,0.0,0.0,2.0,12.0,dc829bb8d6da14c9a57e07b32091207c25982c94,8,dc829bb8d6da14c9a57e07b32091207c25982c94,4.0,0.0,Advanced,0.0,4.0,L
95,18.76223,17.302296,0.0,0.0,0.0,21.791859,21.0,8.0,001d90376ea9a5672e6a2b37ff468d6f3ee0a3e5,8,001d90376ea9a5672e6a2b37ff468d6f3ee0a3e5,2.0,0.0,Advanced,1.0,3.0,Mixed
95,16.807924,23.140804,0.0,0.0,0.0,0.0,23.0,9.0,9f20baeb3d167fdc6710828cd0c2de5e0c46ae43,8,9f20baeb3d167fdc6710828cd0c2de5e0c46ae43,0.0,1.0,Developing,1.0,0.0,H
95,17.412497000000002,16.476426999999997,0.0,0.0,0.0,0.0,6.0,0.0,6aa7f6a79e2d6ff27553069e46542c8e3c100255,8,,,,,,,
95,11.5807495,18.99679,0.0,0.0,0.0,0.0,0.0,12.0,5aa7ead7e6de583a93db27cb8adad1d24d3b205d,8,5aa7ead7e6de583a93db27cb8adad1d24d3b205d,0.0,4.0,Developing,0.0,4.0,L
95,17.412497000000002,0.0,0.0,0.0,0.0,0.0,10.0,23.0,73a6fd9e9294f6fab12c377878eae343469d8a4c,8,,,,,,,
95,9.72044,21.30142,0.0,0.0,0.0,0.0,13.0,5.0,60992cbe76d3bf5d1d38c871ca21ba8d159a42f5,8,,,,,,,
95,12.476137,23.954138,0.0,0.0,0.0,0.0,4.0,0.0,7123db6eaecbeab6f9e52ce780d96f9cd6422ed4,8,,,,,,,
95,16.243927,12.741188000000001,0.0,0.0,0.0,0.0,5.0,4.0,86b06e5b1073299b5b74c0175969c48cf9b10375,8,,,,,,,
95,16.807924,0.0,0.0,0.0,0.0,0.0,305.0,5.0,d23288ee99138421d6a771a14a98a9cdddd97f98,8,,,,,,,
95,18.76223,24.754639,0.0,0.0,0.0,0.0,10.0,12.0,a29d5712d497b50901ee35685deecd551227f301,8,,,,,,,
95,19.518729999999998,23.24408,0.0,0.0,0.0,0.0,45.0,11.0,32b9fbe02a36c08117122e3f99421faad46876db,8,,,,,,,
95,18.062182999999997,0.0,0.0,0.0,0.0,0.0,4.0,16.0,f5533ee94a47e55caad4ca8ba58605c8ffac27cc,8,f5533ee94a47e55caad4ca8ba58605c8ffac27cc,4.0,0.0,Advanced,4.0,0.0,H
95,18.76223,17.548192999999998,0.0,0.0,0.0,0.0,13.0,0.0,635ea82da67257228def10e546a6908dabf71f4a,8,,,,,,,
95,17.412497000000002,0.0,0.0,0.0,0.0,0.0,60.0,31.0,fd4be01f12d5d7839288bde30fb8fa2334eb5b0b,8,fd4be01f12d5d7839288bde30fb8fa2334eb5b0b,0.0,5.0,Developing,0.0,5.0,L
95,17.412497000000002,24.706291,0.0,0.0,0.0,0.0,1.0,58.0,76d6677dfe3008a33480c6938f9e89ec9530f957,8,76d6677dfe3008a33480c6938f9e89ec9530f957,0.0,1.0,Developing,0.0,1.0,L
95,18.062182999999997,12.741188000000001,0.0,0.0,0.0,0.0,5.0,3.0,22edc9d8bb18253cdbb7905492c73387b4aee8c4,8,22edc9d8bb18253cdbb7905492c73387b4aee8c4,0.0,1.0,Developing,2.0,8.0,Mixed
95,22.204628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c2039a0436ff0f27106a38337910fad0465bdfbd,8,,,,,,,
95,23.272087,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1912ceae034318691f3f0fbc81cf234a2ff55ccc,8,,,,,,,
95,18.062182999999997,11.846016,0.0,0.0,0.0,0.0,3.0,3.0,a09f6578f973d15f45869a8f12818c57f7f01d64,8,,,,,,,
95,15.222338,23.79502,0.0,0.0,0.0,0.0,41.0,40.0,5b4970d2e48de2da23b385f555349958c3a76a79,8,,,,,,,
95,21.230797,21.30142,0.0,0.0,0.0,0.0,9.0,8.0,960260270d3a29db949052827727ff233925376c,8,960260270d3a29db949052827727ff233925376c,2.0,0.0,Advanced,1.0,1.0,Mixed
95,0.0,20.130851999999997,0.0,0.0,0.0,19.262398,26.0,8.0,1a63e8a10015d1d7cc4de697cc2544273c92a633,8,1a63e8a10015d1d7cc4de697cc2544273c92a633,5.0,0.0,Advanced,1.0,4.0,Mixed
95,23.272087,25.124685,0.0,0.0,0.0,0.0,0.0,0.0,b8f10c0d5e5c529ba0d8d32856ecb245e71faeac,8,,,,,,,
95,16.243927,13.4942,0.0,0.0,0.0,0.0,194.0,23.0,d1ae0a43e55e862fe2a3220b8bf0f92942617ffe,8,,,,,,,
95,14.758263000000001,22.110792,0.0,0.0,0.0,0.0,19.0,8.0,0aef7a6b6593f999bdcc0d796af8fc71f8335454,8,,,,,,,
95,16.807924,0.0,0.0,0.0,0.0,0.0,136.0,0.0,f59b745c7e099952e8ba409bffa6cd4ed2ae20fc,8,,,,,,,
95,19.518729999999998,26.256823999999998,0.0,0.0,0.0,0.0,9.0,0.0,f4f6a059a504ab59215ce59b97f5191465a01aa7,8,,,,,,,
95,18.76223,11.443997999999999,0.0,0.0,0.0,0.0,15.0,13.0,13e81a52ac2f1dbb059eeab61f739d979ae3412d,8,13e81a52ac2f1dbb059eeab61f739d979ae3412d,3.0,0.0,Advanced,1.0,2.0,Mixed
95,19.518729999999998,0.0,0.0,0.0,0.0,0.0,246.0,0.0,fea064c25370ae7816f17717541b5ca5c2aa9d13,8,,,,,,,
95,22.204628,15.351320000000001,0.0,0.0,0.0,0.0,50.0,13.0,0b27f1fe1b7c72b07906738f539767c9831d36ce,8,,,,,,,
95,19.518729999999998,0.0,0.0,0.0,0.0,0.0,7.0,30.0,192b002523352aacd7cd6caf3f312f64858a1421,8,192b002523352aacd7cd6caf3f312f64858a1421,8.0,0.0,Advanced,8.0,0.0,H
95,15.716548999999999,16.869513,0.0,0.0,0.0,0.0,29.0,27.0,348b623da46a08ea126c924f349f8c785c995a6d,8,348b623da46a08ea126c924f349f8c785c995a6d,0.0,3.0,Developing,0.0,3.0,L
95,13.521583999999999,20.130851999999997,0.0,0.0,0.0,0.0,74.0,97.0,c1931312e5485988ef28bd565a0d1a1b0cae80b1,8,c1931312e5485988ef28bd565a0d1a1b0cae80b1,2.0,7.0,Mixed,2.0,7.0,Mixed
95,18.76223,21.046421,0.0,0.0,0.0,0.0,56.0,12.0,544cfaa2399034eea4a69426a7b2823ca7437d65,8,,,,,,,
95,16.243927,19.272396,0.0,0.0,0.0,0.0,29.0,21.0,f41870a413cfed01b83d6463ca8492d9cc655d20,8,f41870a413cfed01b83d6463ca8492d9cc655d20,0.0,9.0,Developing,2.0,7.0,Mixed
95,18.062182999999997,13.782710999999999,0.0,0.0,0.0,0.0,0.0,61.0,4313bf44960b5b726028b55e76f1c9f99334e347,8,,,,,,,
95,18.062182999999997,20.86214,0.0,0.0,0.0,0.0,3.0,8.0,6ba1574ab32c3fa59d740692dc296aeebfdf10a7,8,,,,,,,
95,14.758263000000001,18.63941,0.0,0.0,0.0,0.0,2.0,0.0,cc8eb5e3e3b9bb401bb2fecf5d50e84b2a5a7b34,8,,,,,,,
95,16.243927,18.511509,0.0,0.0,0.0,0.0,13.0,12.0,8f37790342575be6dc29c9a25731144ee4b3b6cc,8,,,,,,,
95,13.154163,11.961718,0.0,0.0,0.0,0.0,35.0,17.0,6e516a3db7568cb1f8686e2665dca74c77e61075,8,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,1555.0,30.0,5e85955bf6c68f268647c0a9bc690a1aab67c90c,8,,,,,,,
95,14.758263000000001,0.0,0.0,0.0,0.0,0.0,30.0,0.0,999f009ee57061cf69047c9beaae076ccf9c611a,8,,,,,,,
95,0.0,22.327005,0.0,0.0,0.0,0.0,41.0,21.0,1c56023b04a6fa6cad58de4332fb7ce830e658c3,8,,,,,,,
95,18.76223,22.9344,0.0,0.0,0.0,0.0,22.0,61.0,363d105f439431ae40539b573f657a63da9d764d,8,363d105f439431ae40539b573f657a63da9d764d,0.0,1.0,Developing,0.0,1.0,L
95,14.758263000000001,22.365404,0.0,0.0,0.0,0.0,26.0,33.0,525065701dcc1a0c8ee64e22a832343e663da46e,8,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,229.0,46.0,6bdc25e44703148030762c5de33b8c14737cdfb9,8,6bdc25e44703148030762c5de33b8c14737cdfb9,2.0,0.0,Advanced,1.0,1.0,Mixed
95,17.412497000000002,0.0,0.0,0.0,0.0,0.0,34.0,2.0,2c0bce4f04da8b5faac4c15b32a40c7dbd9f41bb,8,,,,,,,
95,14.321645000000002,10.3865385,0.0,0.0,0.0,0.0,116.0,4.0,cb9bf15ff00ae8e67053c54a1085b3fe29f42020,8,,,,,,,
95,15.222338,20.435845999999998,0.0,0.0,0.0,0.0,60.0,12.0,5e542474c6ee8263d93b3777157d50bca5903d19,8,,,,,,,
95,17.412497000000002,15.351320000000001,0.0,0.0,0.0,0.0,17.0,88.0,be66f6141a3499ab1c48c569b1a12879623f23c5,8,be66f6141a3499ab1c48c569b1a12879623f23c5,0.0,2.0,Developing,0.0,3.0,L
95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,eef62d3e64340144204d7d6bbe254397c136b98f,8,eef62d3e64340144204d7d6bbe254397c136b98f,,,,0.0,1.0,L
95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,44a304a560acd589e715a39879c1cd17ea1fe6e4,8,,,,,,,
95,13.910120000000001,9.24724,0.0,0.0,0.0,0.0,47.0,17.0,70a462ada6a79125940a46d48e430fa938054819,8,70a462ada6a79125940a46d48e430fa938054819,8.0,0.0,Advanced,2.0,6.0,Mixed
95,19.518729999999998,0.0,0.0,0.0,0.0,0.0,40.0,5.0,01016796cad8124f435f236cdc5e6c4e6a92600c,8,01016796cad8124f435f236cdc5e6c4e6a92600c,4.0,0.0,Advanced,1.0,4.0,Mixed
95,19.518729999999998,20.55836,0.0,0.0,0.0,0.0,1.0,2.0,2c1e79c6411c38259daadcff7af860abc72454aa,8,,,,,,,
95,17.412497000000002,20.86214,0.0,0.0,0.0,0.0,18.0,15.0,242a976b17f8005f91a2f7aacbb85bf7d6424426,8,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,f0cbfe6681ffe1515879dcd54c956942c88e5480,8,f0cbfe6681ffe1515879dcd54c956942c88e5480,3.0,0.0,Advanced,0.0,3.0,L
95,16.243927,0.0,0.0,0.0,0.0,0.0,7.0,14.0,faf4a2a25b4d591bf0b13e8d4613ca798c8984d6,8,,,,,,,
95,20.338798999999998,24.235727,0.0,0.0,0.0,0.0,1.0,8.0,9d60f7d8e0e8e163f9cbac6470573519475eec9b,8,9d60f7d8e0e8e163f9cbac6470573519475eec9b,0.0,2.0,Developing,0.0,2.0,L
95,18.062182999999997,0.0,0.0,0.0,0.0,0.0,5.0,5.0,f3fc149f27478d40345de8d8ed6ca7dc17613998,8,f3fc149f27478d40345de8d8ed6ca7dc17613998,1.0,2.0,Mixed,1.0,3.0,Mixed
95,16.243927,22.4966,0.0,0.0,0.0,0.0,5.0,26.0,52bf4421c628d0a0c4bc116732025facd0a4c186,8,52bf4421c628d0a0c4bc116732025facd0a4c186,0.0,3.0,Developing,1.0,2.0,Mixed
95,0.0,0.0,0.0,0.0,0.0,0.0,315.0,9.0,19c996e9acb34008edf29bd031a39071484616a7,8,19c996e9acb34008edf29bd031a39071484616a7,2.0,2.0,Mixed,4.0,0.0,H
95,18.76223,24.229565,0.0,0.0,0.0,0.0,23.0,5.0,1a59ca238c64e4bae304240d7df787cf0345d50e,8,1a59ca238c64e4bae304240d7df787cf0345d50e,0.0,5.0,Developing,2.0,3.0,Mixed
95,12.476137,16.889029999999998,0.0,0.0,0.0,0.0,119.0,10.0,9c062b93f213cbe9e13d2f1863ddcd1f0007211e,8,9c062b93f213cbe9e13d2f1863ddcd1f0007211e,4.0,0.0,Advanced,1.0,3.0,Mixed
95,14.321645000000002,13.916673999999999,0.0,0.0,0.0,0.0,30.0,25.0,b881feaed6fb1d656b3f9ecd84c2f5cfedeca507,8,,,,,,,
95,16.243927,20.09744,0.0,0.0,0.0,0.0,49.0,0.0,7c1d72e77a8e026977c4b794ccca4edc000acc83,8,,,,,,,
95,13.910120000000001,24.564922,0.0,0.0,0.0,23.88264,56.0,2.0,0813446cd9dcf350a7212280b8db7ee3fd05b970,8,0813446cd9dcf350a7212280b8db7ee3fd05b970,1.0,0.0,Advanced,0.0,1.0,L
95,19.860924,0.0,0.0,0.0,0.0,0.0,4.0,37.0,e67124fe8f187a99ef873140524fefc50796eccc,8,e67124fe8f187a99ef873140524fefc50796eccc,5.0,0.0,Advanced,3.0,2.0,Mixed
95,16.839499,25.337435,0.0,0.0,0.0,0.0,9.0,14.0,7f3c7d641bad5488fa887e7b933fb31445fa5c04,8,7f3c7d641bad5488fa887e7b933fb31445fa5c04,0.0,7.0,Developing,3.0,4.0,Mixed
95,16.68431,23.728008,0.0,0.0,0.0,0.0,45.0,14.0,891be639a4db04eb28b3179fc1fb040dd90d0bc9,8,,,,,,,
