id,Advanced,Developing,DocLevel,H,L,DocHLevel
01318061f61ec100066f383c19aafcfcae3b32c9,2.0,0.0,Advanced,2.0,0.0,H
0136ae2eaeaf40028aacc0fa445eef9ba2188683,4.0,0.0,Advanced,3.0,1.0,Mixed
0157dcd6122c20b5afc359a799b2043453471f7f,,,,3.0,0.0,H
01727e815a95b59c7e8b21c3a6e4e17971a1181f,2.0,0.0,Advanced,,,
017e7c1bf71101c24c65aca784a4f867e8718ef1,1.0,0.0,Advanced,1.0,0.0,H
01ab60af30498c2af13c416588c972bd71df1258,0.0,5.0,Developing,3.0,2.0,Mixed
01d71ae294672b7102b0bd4455af5d6fb677788b,4.0,0.0,Advanced,4.0,0.0,H
01dedbf2daa4fc8af39e29b50373adbdd7256a83,2.0,0.0,Advanced,1.0,1.0,Mixed
020416e2189904188e401fe8f1851f36fe390340,4.0,0.0,Advanced,,,
02116fb7e3187158f636ce4bd67cb243b6021603,2.0,0.0,Advanced,2.0,0.0,H
021f348006e7311e964f7c5383e652afaa727c2d,4.0,0.0,Advanced,1.0,3.0,Mixed
022fefc586dc4245aa714419a0d6b16ceff5afc3,2.0,0.0,Advanced,2.0,0.0,H
02838cb6982e67992ae54fa616162b16ce5110c6,3.0,0.0,Advanced,3.0,0.0,H
0293db07b98ecba45b686f665db3f1639c918092,1.0,0.0,Advanced,0.0,1.0,L
02acf34fdd293921740d325f28cf542eac6f6d35,1.0,0.0,Advanced,,,
02d19d4441d296ec698feb5898688a68bdd7d5b3,2.0,2.0,Mixed,1.0,3.0,Mixed
02d52007d825e440c1970d9e0d5bcc5841c3a414,,,,0.0,1.0,L
02d70c5bf86dd3e7518cae3f4215608939942c87,1.0,0.0,Advanced,,,
02ed88488709dca6056addf30c770de116fdd46d,5.0,0.0,Advanced,4.0,1.0,Mixed
0317a207d80e11a8e520079f84d39fc04ffa4286,0.0,10.0,Developing,3.0,7.0,Mixed
0319d68c0f153b05a22394e63f29456db603f0e4,0.0,1.0,Developing,0.0,1.0,L
031ff11cf2f07e3c29ff16cbe8a5543c026cd349,3.0,0.0,Advanced,3.0,0.0,H
032a594d5edf02fd92b14b0fb3e853ee8067871c,1.0,0.0,Advanced,1.0,0.0,H
0362542c6292b23a304c8b7940b1f12578aa99dd,4.0,0.0,Advanced,1.0,6.0,Mixed
03911c85305d42aa2eeb02be82ef6fb7da644dd0,4.0,0.0,Advanced,4.0,0.0,H
039ecc73ba892948ba547da2b610408ab9aacae9,2.0,0.0,Advanced,2.0,0.0,H
03ad72b1a3b1db254893eb928ea8757d910fb35e,1.0,0.0,Advanced,1.0,0.0,H
03c7355211f80f7e415fdeb544520776a3d4b0d1,8.0,0.0,Advanced,3.0,5.0,Mixed
03e053a5236f33f2999dbee6dee0a7c06844580d,1.0,0.0,Advanced,1.0,0.0,H
03e771b28aad91275c81463f27acd9caa2c20145,3.0,0.0,Advanced,,,
040d4284d6002eca2821d91b199ed187c01fec6d,2.0,0.0,Advanced,1.0,1.0,Mixed
041cec1e9bf840aadfce2e4f3e3943f3d4bd8b98,1.0,0.0,Advanced,1.0,0.0,H
0425a670f7264ea102ae373d2d8c0556a8aee624,2.0,0.0,Advanced,2.0,0.0,H
042e172bbd6692c34756ad84c01b8aced093ee9f,5.0,0.0,Advanced,1.0,4.0,Mixed
043dc46672469f24deb62b260ec0aada834bba1a,1.0,0.0,Advanced,0.0,1.0,L
04490ee17060f6faf0de0296ade5f416f7e192c4,3.0,0.0,Advanced,3.0,0.0,H
0458d7396272cb0939033246413e8176e994cb37,2.0,0.0,Advanced,2.0,0.0,H
04957e40d47ca89d38653e97f728883c0ad26e5d,2.0,0.0,Advanced,2.0,0.0,H
049ea432acc08b04a3e21c390f62be3d845a2e2c,1.0,1.0,Mixed,0.0,2.0,L
04b4565b87818d90b7d1a06dfd871d40ad10ffb1,5.0,0.0,Advanced,4.0,1.0,Mixed
04bad5b7d0bb50b53c08a8ca2fb74350d93e153c,0.0,1.0,Developing,0.0,1.0,L
04bc9c61c81c9125e39a6c52bee56f794e463a6f,3.0,0.0,Advanced,3.0,0.0,H
04ddff30ecb5c08dd257bc2ab5a53a52559189e9,3.0,0.0,Advanced,2.0,1.0,Mixed
04e6efc90585b261a85d2b8d25a61e9abed2de21,1.0,0.0,Advanced,0.0,1.0,L
04f54a53a8bdc6365b444f38c936c77e8f126afe,1.0,0.0,Advanced,1.0,0.0,H
0505e4c09b9ec78023eac58f8b4a78fcc3ebed75,3.0,0.0,Advanced,2.0,1.0,Mixed
050f600c03ea03d13839cd108acdbd1e0d59b96d,1.0,0.0,Advanced,1.0,0.0,H
05199965e50d18cf8c5e122f550136b4cfb76655,1.0,0.0,Advanced,0.0,1.0,L
0524b6539dfe563af15a8bb3b2ea316ff886c201,2.0,0.0,Advanced,1.0,1.0,Mixed
053cc9ebe991d1d802930063496b8e5ad0764259,2.0,3.0,Mixed,5.0,0.0,H
0559e92e06dae21e77ea79d79417b8a1d40be772,1.0,0.0,Advanced,1.0,0.0,H
05617843170aa45632d25adbdaa351bb1a00ed3f,6.0,1.0,Mixed,6.0,1.0,Mixed
0572e4cb844a1ca04bd3c555e38accab84e11c4b,2.0,0.0,Advanced,1.0,1.0,Mixed
057be7696582053367bb25177ca512a25a1dcf20,0.0,6.0,Developing,0.0,6.0,L
05a6d7a970222dda8409bb25766ecde1a3bbb256,1.0,0.0,Advanced,0.0,1.0,L
05bf0a5947314308c8b31007785fb8e7a5508d35,6.0,0.0,Advanced,2.0,4.0,Mixed
05c5b732fb92546c7d6eeabfadb5c14610d07373,3.0,0.0,Advanced,2.0,1.0,Mixed
05dad8dc13d3b16932070ee01a6654f82540355d,1.0,0.0,Advanced,1.0,0.0,H
05db522988fdee490fd7e32c7d77822bce121cc6,5.0,0.0,Advanced,1.0,4.0,Mixed
05e55e2d4f13cc7ffc99f16d6d012f03e7b73dae,2.0,0.0,Advanced,2.0,0.0,H
05e8b2c50ca856149f323fdde0f730878feff075,2.0,0.0,Advanced,1.0,1.0,Mixed
05ec31f59901c39c70396791366c94beaf79ec16,2.0,0.0,Advanced,1.0,1.0,Mixed
05f692d82036f4bafcb416ce1f910ab484a1449c,2.0,0.0,Advanced,0.0,2.0,L
060a67b258e4a201854ca6c0128c0fecfbf84fc9,4.0,0.0,Advanced,1.0,3.0,Mixed
061a7e0decd9b219d50ec529eb32dec4fd97a8cc,2.0,0.0,Advanced,1.0,1.0,Mixed
061dc11acccf373847a517de01caf00342575c66,0.0,5.0,Developing,3.0,2.0,Mixed
063739ff3e8e7f90bac3bdf5bf34c870b9b5738b,3.0,0.0,Advanced,3.0,0.0,H
063db49bf11bd1efbcd5e972b5b8d6560aa66941,1.0,0.0,Advanced,1.0,0.0,H
0640ae9e56030f8f5e42c12018a4e0f45e0563ed,1.0,0.0,Advanced,0.0,1.0,L
06444eb76c5fdbf1091ff914804136f1c59e8412,5.0,0.0,Advanced,0.0,5.0,L
06590e7f5f6b37e2d83d232b039e8798f06fdfbb,5.0,0.0,Advanced,3.0,2.0,Mixed
066c9d009c91191bbe583e195009261a7f052e84,3.0,0.0,Advanced,3.0,0.0,H
066e50b8bb96cc223327cfdcf3c444cbffa62ceb,0.0,10.0,Developing,4.0,6.0,Mixed
0681068a1b7220b6d61dc7fc5e56545c6d0f6321,1.0,0.0,Advanced,,,
06859e82bf7996b5a8744f4182deb6aafb22d23b,2.0,0.0,Advanced,,,
06894f06b6411af67a0ffde61d27efd86a5d31c7,1.0,0.0,Advanced,1.0,0.0,H
06ae88916de2468707a6dbd453bb3e9783d61790,2.0,0.0,Advanced,2.0,0.0,H
06af3f8921c508f9eeacadf433b521dd9f6863fe,5.0,0.0,Advanced,,,
06ba0223515f68f260c35618885c33d985281062,1.0,0.0,Advanced,0.0,1.0,L
06db0dd23e7da73c4162b2f64a2dc2ad2d3eaf6c,1.0,0.0,Advanced,0.0,1.0,L
07147433095bfdf55a2a1f36bb2397f20aa332dc,0.0,1.0,Developing,0.0,1.0,L
0718b84709375a5b9641ef712e58a28ee78adeca,4.0,0.0,Advanced,3.0,2.0,Mixed
074ff810b9bdb7faee66f9d8bae9f67f1e663882,1.0,0.0,Advanced,0.0,1.0,L
075125cc61355d0b5ddae676472d05f739b70c20,,,,2.0,0.0,H
0760193829395b1a7a8563c73950fb79797173b6,0.0,4.0,Developing,3.0,1.0,Mixed
07610d8f9af7cfdffb3f0ab17ac25e9af5edee7d,3.0,0.0,Advanced,2.0,1.0,Mixed
0762e55595234c8848bcc987d8877a8976da95c7,3.0,0.0,Advanced,2.0,1.0,Mixed
0772e7a5e0ce50ab5e0fb6c662c617b75d728562,5.0,0.0,Advanced,,,
0779d356b2bb4205428938ade435d8061dd67bca,3.0,0.0,Advanced,2.0,1.0,Mixed
077b7f63a03767416f8875ef21e50faf27455b10,1.0,0.0,Advanced,1.0,0.0,H
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,10.0,0.0,Advanced,7.0,3.0,Mixed
0784ce0e17170dd2fe12bf99798af8cc904329dd,2.0,0.0,Advanced,0.0,2.0,L
0790632e9bba194c45fa4a949357624477531cb6,0.0,3.0,Developing,0.0,3.0,L
07948840a44eb066d36476a16f45cdea42bb9109,1.0,0.0,Advanced,0.0,1.0,L
07a8123ba4e50378a9c89aa0aa5134e2e600bc07,2.0,4.0,Mixed,5.0,1.0,Mixed
07aca048b6dbc583fed7434890a213b68dd4e0f1,1.0,0.0,Advanced,1.0,0.0,H
07b2579f0af5e724ee86014f0a02107f8fd2a8f6,0.0,3.0,Developing,1.0,2.0,Mixed
07b5f81d600fdc71529c2cd933774cce2369bc84,0.0,2.0,Developing,0.0,2.0,L
07cd5cfc60c4eb1d17dd01c25f0f9223ed2ccf1d,0.0,2.0,Developing,2.0,0.0,H
07de99bf42bfe42d840987219fcf0c1bbeac4e80,1.0,0.0,Advanced,1.0,1.0,Mixed
07f688ef683d4fb2e40d67d4bcf10f5fa35db726,2.0,0.0,Advanced,2.0,1.0,Mixed
07fa014a530dc60dc015743bad4d4ecc0a62467f,8.0,0.0,Advanced,6.0,2.0,Mixed
0805e0f4d5e3fc3313153cc47f59d522c017f867,1.0,0.0,Advanced,1.0,0.0,H
0813446cd9dcf350a7212280b8db7ee3fd05b970,1.0,0.0,Advanced,0.0,1.0,L
083c36a47f6869f6e2738a318b4bfbd48fe3838e,2.0,0.0,Advanced,1.0,1.0,Mixed
0849ad2a8bc3f9cff5e0c9bce1fe6b3f35650776,2.0,0.0,Advanced,2.0,0.0,H
08520aa3a638befe7301ab24c965b8a73a842c24,2.0,0.0,Advanced,1.0,1.0,Mixed
0859f8b7ce87c32de01d99079820b526ec8798a4,3.0,0.0,Advanced,2.0,1.0,Mixed
085e229ab8b87d3fb4ffe7c8aa150b8078a0486a,2.0,0.0,Advanced,2.0,0.0,H
087271546f9da64b1c63e1b9ee287e6858c82695,5.0,0.0,Advanced,4.0,1.0,Mixed
08827107a1b7b315576b739a2fd4730196e4563a,1.0,0.0,Advanced,0.0,1.0,L
08827ee5b59efa8f7091cd83720ab5d9bc5bf27a,3.0,0.0,Advanced,3.0,1.0,Mixed
089a30764955e0a6d90a18316124e44eb26fbd3b,0.0,3.0,Developing,0.0,3.0,L
08a29c312e80a9cc8f0adc0b26ef4ec8f1073d4d,7.0,0.0,Advanced,1.0,6.0,Mixed
08b43d84e6747e370ef307e2ada50675b414514a,2.0,0.0,Advanced,1.0,1.0,Mixed
08c90812be5ea0be3a648b22c42b44847cf3813a,2.0,0.0,Advanced,2.0,0.0,H
08d012b28bafce8bfe296ab117cfab991e989857,3.0,0.0,Advanced,3.0,0.0,H
08d141361be598b10b4a2f39092dbe227d96c66c,7.0,0.0,Advanced,5.0,2.0,Mixed
08ec7c5c531755510d185429218af590acac7488,6.0,0.0,Advanced,0.0,6.0,L
08f1c5249aeed54c3b435606a8de4ec6d4a0dc0d,4.0,0.0,Advanced,0.0,5.0,L
08f39e531926176374b1a7e9ff15128f6a0dabc7,1.0,0.0,Advanced,1.0,0.0,H
08f4b3d292d801878ec3b0445e35ef4ad8c5193e,1.0,0.0,Advanced,0.0,1.0,L
08f86a7ccb33d4f4b556208bf1660ac760c12a65,0.0,2.0,Developing,0.0,2.0,L
0900d1dbb5cb444cecb8537e9be1ede0ebfe5c3f,5.0,0.0,Advanced,4.0,1.0,Mixed
090f4b588ba58c36a21eddd67ea33d59614480c1,1.0,0.0,Advanced,1.0,0.0,H
09188f6ddb46ee590d4d64ef982c79c7c0ac8e79,4.0,0.0,Advanced,4.0,0.0,H
091904c2b9d8ef6fe127b97d461c8e51d20237be,2.0,0.0,Advanced,2.0,0.0,H
0923e93cd847a07471c7dd082f2a85f12bbd1974,,,,3.0,0.0,H
0926275f49e03ef37e83a67e09bef1ad6cc76931,0.0,2.0,Developing,0.0,3.0,L
093544b4efc5a3fe6bb828d3011625a5e7b3e8ac,0.0,2.0,Developing,0.0,2.0,L
093a23fcc2ae923b9f7747eb7f405c6677a8cfc3,6.0,0.0,Advanced,1.0,5.0,Mixed
0940e70d9d7ae49cab612c8f5c22957601152aa7,1.0,0.0,Advanced,0.0,1.0,L
094e84c894490313f3e7792c43d816f5088262bd,1.0,0.0,Advanced,1.0,0.0,H
0961836f9dce5d7bab478613189967c5b835a760,1.0,0.0,Advanced,,,
097f8f6e6ba0bc2647bd7985e1da007eaad03f86,0.0,1.0,Developing,0.0,1.0,L
0988345c03e2cdf2d4833eee04264e39b1c2d55c,6.0,1.0,Mixed,7.0,0.0,H
098e4971a61350d12cd982e0e36433a708d27976,4.0,0.0,Advanced,4.0,0.0,H
09d67d0aada846dbeef495738e74c62d0ccc8d56,2.0,0.0,Advanced,2.0,0.0,H
09f86a3ff4419386209086f1285d369661fab9b7,2.0,0.0,Advanced,1.0,1.0,Mixed
0a10da268aeb7264bcf1362281b61247f46f63cb,3.0,0.0,Advanced,3.0,0.0,H
0a1c6dad93f743e6f6a10130cf3c4ade8838e8a3,1.0,0.0,Advanced,2.0,0.0,H
0a2890ee83c44ec6a416924b10f2fdb439e45e96,0.0,1.0,Developing,0.0,1.0,L
0a3370922b04f1789a8ccfa57ae8f11188b0d378,0.0,10.0,Developing,9.0,1.0,Mixed
0a40f19b3c7611bb798e8fc8641cd15bfc5eeaeb,3.0,0.0,Advanced,2.0,1.0,Mixed
0a5f6fee0da4292b8ce99256a1cb46fa05537c35,1.0,0.0,Advanced,1.0,0.0,H
0a665d99541ed9a5c509fa87db5581f30bb364f6,5.0,0.0,Advanced,5.0,0.0,H
0a802c57c83655a1f2221d135c7bd6a1cbdd06fe,1.0,0.0,Advanced,1.0,0.0,H
0a843b7c5bbfa3d2a384a8d3568e79e86fd50866,2.0,0.0,Advanced,1.0,1.0,Mixed
0a897f8ba82b315833c850da325ae3554e9c6997,8.0,0.0,Advanced,6.0,2.0,Mixed
0aa7943005dd20035715a3af81861da8896a6172,2.0,0.0,Advanced,2.0,0.0,H
0ac79d1f2129411289dd46e19b99cee5949b4ab4,1.0,0.0,Advanced,1.0,1.0,Mixed
0acc285d7f995e8a45987f34a665dfa5739d7c8a,1.0,0.0,Advanced,0.0,2.0,L
0adb74ffd54f13bc77a4f6697de7d92fd70da12c,2.0,3.0,Mixed,3.0,2.0,Mixed
0ade0fa572cb79844c56672dbfbe9a05d44f2f6a,5.0,0.0,Advanced,2.0,3.0,Mixed
0ae5418c629e089661cc519db60add20bad40ad7,3.0,0.0,Advanced,,,
0af0746a2fe6f6f5ab0b9bcc52f89bf36e5ca8b1,0.0,6.0,Developing,2.0,4.0,Mixed
0b12cb97823a5dfe85612e461999b41e17ccbca8,5.0,0.0,Advanced,5.0,0.0,H
0b225f24c9800ce09ba9146c1d140849e7f9a84e,0.0,3.0,Developing,,,
0b416839dd5fe5ee37cd2e1a564ca8fedcc13d68,5.0,0.0,Advanced,4.0,1.0,Mixed
0b544dfe355a5070b60986319a3f51fb45d1348e,7.0,0.0,Advanced,6.0,1.0,Mixed
0b5494dcdc584b7736488eac9767a5d10a5e6d06,3.0,0.0,Advanced,1.0,2.0,Mixed
0b90f978dae910f0662041ca44fdad7009d2a006,3.0,0.0,Advanced,2.0,1.0,Mixed
0b99f3e1c16e086ec4cae32df4978b5382a97618,2.0,0.0,Advanced,1.0,1.0,Mixed
0bd6e70ab6c2d131bbda7ef24d552709e6b6455b,2.0,0.0,Advanced,4.0,0.0,H
0bd9c433834e9df0fed55d65ec13da9d46c7f852,8.0,0.0,Advanced,,,
0bde8d9367d1004c7396dd69cb27ed97dc2f8d77,,,,1.0,1.0,Mixed
0bf44712e92b2f7881ce6982b8b600fc2f4344b8,2.0,0.0,Advanced,1.0,1.0,Mixed
0c04bbb96792cedaf11f784916a4de84e60a069d,0.0,3.0,Developing,0.0,3.0,L
0c091fab75d4dd1a792de13159bcfa305932ae2d,2.0,0.0,Advanced,0.0,2.0,L
0c0ae7eabf9c40b0d65ad287bcf03a967567c5c8,2.0,0.0,Advanced,1.0,1.0,Mixed
0c25e5f544167840756950e0ff3edd238a19cfd1,2.0,0.0,Advanced,1.0,1.0,Mixed
0c5043108eda7d2fa467fe91e3c47d4ba08e0b48,2.0,0.0,Advanced,2.0,0.0,H
0c6ee9275a9630e2ff82fdc887cd3dadceae4c1c,3.0,0.0,Advanced,3.0,0.0,H
0c842a151c9e010a7c70151d029c91a118bde887,3.0,0.0,Advanced,2.0,1.0,Mixed
0c928b45a26a9912b61fb53157e6e0ba00f1a0bd,0.0,3.0,Developing,0.0,3.0,L
0c973f1c28a925bce86b2817ea83e665a4e5c95a,8.0,0.0,Advanced,8.0,0.0,H
0c9fa8107d8a3a4040811ffb8e3e621c6bd37402,2.0,0.0,Advanced,2.0,0.0,H
0c9fb65d4e56bbfc9519b49721f300284cfbbf71,,,,0.0,2.0,L
0ca715ee8d241745bb950fd633e7934bc584ab3c,3.0,0.0,Advanced,1.0,3.0,Mixed
0cadf8c2eeb3009d46855fb0470c1af0ad2017d2,3.0,0.0,Advanced,4.0,4.0,Mixed
0cae508c7df5b20c8009dde793f956af032fa76d,2.0,0.0,Advanced,,,
0cda048d50c1e093a9c5c6f126836a7e12a14eb7,0.0,1.0,Developing,0.0,1.0,L
0ce03dcf3856aeafd6adbc8a444a9704cfde3a95,4.0,0.0,Advanced,2.0,2.0,Mixed
0cf76023d1187b30b3b06a23abdbb6e6ada93c68,2.0,1.0,Mixed,2.0,1.0,Mixed
0cf9f507a18a00de76b8bb61a2c5c2b66680dd50,0.0,2.0,Developing,1.0,1.0,Mixed
0cfbdd29f6ffeb0c2db5790bb1a72bde6d64bcaf,2.0,0.0,Advanced,0.0,2.0,L
0d2df885be9a4a8fe5cd9725d333c33ce6771057,,,,1.0,4.0,Mixed
0d2f114e88bc395b07d9ff93f3a3b72562d3bee0,2.0,0.0,Advanced,0.0,2.0,L
0d834ab304974a72b4dfd580c1d605107ca1275b,0.0,2.0,Developing,1.0,2.0,Mixed
0d8de0f3dfc3f4fc23e74ff9e5bdc380a30f47e3,5.0,0.0,Advanced,5.0,0.0,H
0da46b2f0c58f993af35a976033ff056c56cdf86,5.0,0.0,Advanced,3.0,2.0,Mixed
0dbabbae7c61703536208468ac71c53c69766928,0.0,5.0,Developing,4.0,1.0,Mixed
0ddf7cf391615413f803134c5f3eec146f4661a8,5.0,0.0,Advanced,5.0,0.0,H
0decbb8696f2b5025977ffce3c03ce7108097fd4,2.0,0.0,Advanced,1.0,1.0,Mixed
0deef7e050171f0fb38e0d0733c9de67298891f7,3.0,5.0,Mixed,1.0,7.0,Mixed
0df20bf6e9438005f5fb01e7803691a9ea59b684,0.0,2.0,Developing,0.0,2.0,L
0df4130eed037af91164240163b986aeabcd44fd,1.0,0.0,Advanced,1.0,0.0,H
0dfb9cb57a43a264e5949c89dd4335b0eb66c528,1.0,0.0,Advanced,0.0,1.0,L
0e0a5f6cc0fdb9cebda224e52bc822aa32827b4d,2.0,0.0,Advanced,1.0,1.0,Mixed
0e0c5d868d84908bb7a26c27c1aedea43fdc493d,5.0,0.0,Advanced,2.0,3.0,Mixed
0e2cb268bcd4dfd26041f3a32b8f3374c27398b8,2.0,0.0,Advanced,2.0,0.0,H
0e4ae5ca700eba96e34190f75c02b0ad4ebd958c,3.0,0.0,Advanced,1.0,2.0,Mixed
0e4be090b535e6eed6d6e791492d33368d7e1499,1.0,0.0,Advanced,1.0,0.0,H
0e5f4ce4c3ce2a208a5353825b1fd7223b89a50e,3.0,0.0,Advanced,0.0,3.0,L
0e73ee4d14a9f76c2bf20bbf02488370ae6bec4d,3.0,0.0,Advanced,,,
0e7b6ba7763ed72666bc752112324dd2e73b91d6,4.0,0.0,Advanced,0.0,4.0,L
0e82895974c686b16c0709206ed285bf447524d8,5.0,0.0,Advanced,4.0,1.0,Mixed
0e9933120a9a71f233b607ca9f21e8e0a8c6d0d4,1.0,2.0,Mixed,,,
0ea8f85d507ab8220f920dc1ffe6574820dd0027,3.0,0.0,Advanced,,,
0eac20ee2ebaede1381f20a276a0d8b6cdf73165,4.0,0.0,Advanced,,,
0ec880bcdf1f3285d9fa90ec5dd0dbe72ca6ee1d,1.0,0.0,Advanced,1.0,0.0,H
0ed5327d527e80730a2fd40b902c1d3ce11eb127,1.0,0.0,Advanced,,,
0ee5a26a6dc64d3089c8f872bd550bf1eab7051d,1.0,0.0,Advanced,4.0,0.0,H
0ef7d9e618cbb507d69f8ebcdc60b8a1f3135bff,1.0,0.0,Advanced,1.0,0.0,H
0f00b80041d4c562529f4c06cb2de3070024ff06,,,,2.0,0.0,H
0f0ce5f80fe66cd61f3da6068e2c9ad488a6b2ff,2.0,0.0,Advanced,2.0,0.0,H
0f160aa510df2c338bd15f61d55758c3a8520793,3.0,0.0,Advanced,2.0,1.0,Mixed
0f182f13505232aa795e0c172130ab4641a3624b,1.0,0.0,Advanced,0.0,1.0,L
0f294b3ae99a0b075e103cc1ed1786ad04981789,5.0,0.0,Advanced,4.0,1.0,Mixed
0f33302a25dbe97ac4864b970980840fcd30baff,4.0,0.0,Advanced,,,
0f6911bc1e6abee8bbf9dd3f8d54d40466429da7,4.0,0.0,Advanced,3.0,1.0,Mixed
0f83ff28175d7aaaa352e918a83fe9d7e199f3bc,1.0,0.0,Advanced,0.0,1.0,L
0fa81c99b23e0e050dbf6699ed1936d5f4e516ce,5.0,0.0,Advanced,3.0,2.0,Mixed
0fab7c27e61dc12c01fa1a15b5e44757c8e0d676,3.0,0.0,Advanced,2.0,1.0,Mixed
0fbe47507d62e73be5758499364c267331051f4d,4.0,3.0,Mixed,2.0,5.0,Mixed
0fc939f44502a22aaad4d0b60118a1a7b7f3e941,2.0,0.0,Advanced,,,
0ff1d5f15854ee14f5a1739cc60c2d488d025b70,0.0,2.0,Developing,1.0,1.0,Mixed
0ff77a9375562d196f41899fad77c5592b34ab2a,3.0,0.0,Advanced,2.0,1.0,Mixed
100021181dd16cd3c5175a019ce744d7e9c9ce67,2.0,0.0,Advanced,2.0,0.0,H
1010c8a3dca64e4a3723867855eb553bfd27c8f4,10.0,0.0,Advanced,6.0,4.0,Mixed
101ccce42cf4da970e2e855b9e682e74ca22ef97,0.0,2.0,Developing,0.0,2.0,L
103f6fe35033f9327611ddafde74a2b544072980,1.0,0.0,Advanced,1.0,0.0,H
10409aef8424b8bb58d8ffd5e937fc29ab24ddfa,0.0,1.0,Developing,0.0,1.0,L
1047a0b75319394f8c663a912220e2648a0fd0b2,0.0,2.0,Developing,0.0,2.0,L
1049a0a79408aedf617568b5bda2268bda3a4520,4.0,0.0,Advanced,4.0,0.0,H
106157ac490c848041a4e106c902d3333305b0bf,3.0,0.0,Advanced,3.0,0.0,H
1061d0262c0995d1473c666b624ae64690b6c427,1.0,0.0,Advanced,1.0,0.0,H
108f5604be9628cc6e941e87a8892303550c384d,2.0,0.0,Advanced,2.0,0.0,H
10990588e70b81172225b188b0c22b418130bd1f,0.0,2.0,Developing,0.0,2.0,L
10b0693b1f5fe596808c88b9cb14ea8ebc87654c,5.0,0.0,Advanced,4.0,1.0,Mixed
10b595441e4b629a5f6727da35d79ddc27682dc8,,,,1.0,2.0,Mixed
10c8455b455134f1afeb0a6f9e71d0249f699f6a,2.0,0.0,Advanced,2.0,0.0,H
10ce4e6f5369e70cf903d2f27bd766040ecfee66,2.0,0.0,Advanced,1.0,1.0,Mixed
10da56ca968d4e862d9071246790e930660438d4,3.0,0.0,Advanced,3.0,0.0,H
10e67924be61034e54ba6dedb559b03ee8c2c7e3,3.0,0.0,Advanced,3.0,0.0,H
10f39897f091090acc385b8fac5d14e30152abc2,,,,1.0,4.0,Mixed
10fac3d7f7340e89929d6ffa61f301315bd41f09,1.0,0.0,Advanced,,,
11053d506f5ba5afc7fe00a9255da09630232ee4,2.0,1.0,Mixed,0.0,3.0,L
111e7daa3c579208ba80c23ac33ab7e7b5b1f099,0.0,2.0,Developing,1.0,1.0,Mixed
113d24e69323335d759978987ee7f8ccccac35a6,3.0,0.0,Advanced,0.0,3.0,L
1193211ff6b90fdb7a9f3d6f9ebccdd3399ec685,0.0,3.0,Developing,,,
11e4e71b13860045fa9abff5ea227463d0e7562b,3.0,0.0,Advanced,3.0,0.0,H
11edb49efde466ef5f29096d2376ca063c8f1320,2.0,0.0,Advanced,2.0,0.0,H
11fcddae7039aff91e71ce2609fe161577bc9742,1.0,0.0,Advanced,0.0,1.0,L
11ffbbd3c696a8760c4198ee96ea83dfb4614800,0.0,8.0,Developing,2.0,6.0,Mixed
120897ba37d5a29788be1c73a6c104e93d5cb8cf,2.0,0.0,Advanced,,,
