qid,title_score,abstract_score,venue_score,authors_score,sources_score,fields_of_study_score,in_citations,out_citations,doc_id
439,11.24448,8.352767,0.0,0.0,0.0,0.0,211.0,93.0,ba612664f5ae2a8f6c02fd369f259f216c55be23
439,10.33772,12.873769,0.0,0.0,0.0,0.0,284.0,8.0,70a915976758316788991b4acc1f0f3c07315a6d
439,7.816435,9.138428,0.0,0.0,0.0,0.0,5.0,44.0,17ef44f368b2e75d323aa844bdb3ce484e2710b7
439,10.33772,11.548955,0.0,0.0,0.0,0.0,567.0,131.0,4996354c82ae5327f36b079f927521fea58e2e64
439,11.760248,0.0,0.0,0.0,0.0,0.0,544.0,15.0,362cbd2962357b57b3dab97063569e8256e846e2
439,11.760248,0.0,0.0,0.0,0.0,0.0,280.0,10.0,c93e259a77b7b68a8f9a71dd634ece7ecd60ce5a
439,8.600212,7.528188,0.0,0.0,0.0,0.0,4.0,9.0,9a5eec96063117ca66b1aeeda6567a1aebe6727f
439,7.567239,0.0,0.0,0.0,0.0,0.0,3.0,0.0,f42eeec782939e2a437c74bd59ac15a6277e13d0
439,11.24448,13.092534,0.0,0.0,0.0,0.0,341.0,0.0,0ceb757461423194ebdefa4361fee768055491ec
439,10.33772,4.0182376,0.0,0.0,0.0,0.0,1.0,0.0,2a80fc4442af3a1bed4ee719f20498be2dd192c6
439,12.325605,8.882315,0.0,0.0,0.0,0.0,76.0,63.0,32b7cc25fe1c967306488689d56cd6e7bb6a1431
439,13.487888,12.511782,0.0,0.0,0.0,0.0,1.0,2.0,0e5a6a47b316897c3c57495037e5318a6a9b0e4d
439,10.33772,0.0,0.0,0.0,0.0,0.0,432.0,5.0,dae970230bf47e06e8e016325ce85b3167099f64
439,8.294808,5.3649793,0.0,0.0,0.0,0.0,507.0,0.0,7e9e6a604ad5b64125c7329bfdcfa4a133200186
439,9.56629,10.620516,0.0,0.0,0.0,0.0,1481.0,0.0,85ae2808bef0093adf2d817060834999d5a9824a
439,15.428491,11.904831,0.0,0.0,0.0,0.0,5.0,0.0,cc7941200c4f348fb8e490f8a034992d80e3a9be
439,16.00415,13.975191,0.0,0.0,0.0,0.0,1.0,0.0,7802218b51bef618e8bdd46f9aacc5e63f864ab1
439,9.56629,11.262035,0.0,0.0,0.0,0.0,762.0,44.0,1ac5f16ad764b81377aebbc02d15ebfe179013a1
439,10.772052,7.7950926,0.0,0.0,0.0,0.0,230.0,14.0,ec27ffb0958a597299fbb5540691a1ef657d4b01
439,7.4220667,4.104141,0.0,0.0,0.0,0.0,1.0,1.0,749e68add69f95a23b6b050be5f6d08c350e4a41
439,9.222196,12.181836,0.0,0.0,0.0,0.0,74.0,40.0,da718a27ef15714e6c7a26b052fb31d37441f5e6
439,13.925787,5.437609,0.0,0.0,0.0,0.0,1.0,0.0,d3c582aeb23a6e7c5335fdca96c5762513772675
439,11.760248,11.423403,0.0,0.0,0.0,0.0,52.0,12.0,5cec56b12b9f1eea0fc335e2f97e988410685b6f
439,17.294733,0.0,0.0,0.0,0.0,0.0,2.0,105.0,043dc46672469f24deb62b260ec0aada834bba1a
439,11.24448,12.59599,0.0,0.0,0.0,0.0,112.0,22.0,d43c53c6bf9fdf757fdba28d908d768ec3425bb6
439,9.937055,10.799348,0.0,0.0,0.0,0.0,1.0,23.0,3696643bd78716dc18b0aebcf51d4ff7bb379674
439,10.33772,7.6253886,0.0,0.0,0.0,0.0,469.0,0.0,f648ac9352d1cb1fe61d5982262a1794f36b2390
439,18.021358,12.307653,0.0,0.0,0.0,0.0,154.0,0.0,7c4df29e2c5b7fa9c0538e96c6f9f37e728a6159
439,7.9143376,5.7914367,0.0,0.0,0.0,0.0,77.0,0.0,58f8fcf6255335cb1c8d0afe9a66ad65ee68a243
439,14.393072,0.0,0.0,0.0,0.0,0.0,69.0,5.0,f9ed9dd82cd77a9e1eea3ce8ff7026b1e09ddf7e
439,6.206295,5.437609,0.0,0.0,0.0,0.0,2020.0,0.0,7f65c96042808df6f03ef683445ea8c0c603222c
439,9.56629,10.952618,0.0,0.0,0.0,0.0,336.0,0.0,36aaba78a128938e191355d8aba5877b921cbbdd
439,7.5851893,9.872164,0.0,0.0,0.0,0.0,22.0,1.0,3dd05e49c57ee1c0ec5ba51f22d3f8cd89470a84
439,8.323973,0.0,0.0,0.0,0.0,0.0,800.0,44.0,eec8170847e0e84c5c8f8cc8f038c56c33b76f3a
439,10.33772,10.429389,0.0,0.0,0.0,0.0,11.0,0.0,7367cc9e83d7c885c96bc6eee4753b0121a97bfe
439,7.567239,0.0,0.0,0.0,0.0,0.0,13.0,0.0,a4e242d9c9189444792e5c490a37a540befd369b
439,7.567239,5.294264,0.0,0.0,0.0,0.0,14.0,0.0,1f74001b6e28acc1054bf6fa6f08e2cf987987bc
439,11.24448,7.3072243,0.0,0.0,0.0,0.0,737.0,41.0,56ae440c4fac56130a0a3f95f15dc1d6a9293c5a
439,12.325605,11.011543,0.0,0.0,0.0,0.0,932.0,1.0,bd3ba6b88ca9aa7e18337b8a1a201ed8829311ee
439,14.393072,13.784288,0.0,0.0,0.0,0.0,1560.0,0.0,f56d5950a2243627fac32732c67e1aef18b10d7f
439,17.294733,16.392168,0.0,0.0,0.0,0.0,1.0,0.0,7d51d51c70d75800d22dbbeafca6fb8c24e212a0
439,17.294733,14.777454,0.0,0.0,0.0,0.0,77.0,0.0,36df3f02062aabfa9e9f7fa79a1a48e124a80a11
439,17.294733,7.6924763,0.0,0.0,0.0,0.0,4.0,0.0,bfa10b7f491ee382294d42c983dcd758667bc322
439,9.222196,8.352767,0.0,0.0,0.0,0.0,561.0,0.0,f3b5454f9d0509165ce7ecd26773fe0d4dfae50b
439,15.428491,13.7177105,0.0,0.0,0.0,0.0,51.0,0.0,f46f770231c098dd590b385b9cffb7e15b6df6d2
439,11.24448,6.616998,0.0,0.0,0.0,0.0,1078.0,0.0,0476b5a71fc25b2a881749e2034aefb23d8fc79c
439,11.24448,10.784011,0.0,0.0,0.0,0.0,80.0,32.0,7444966d5d60f8b96703b418c32b312914960150
439,18.021358,17.393614,0.0,0.0,0.0,0.0,0.0,0.0,0f0539ad4fd40bb1b9e99581c00ee4ce932425a3
439,8.323973,7.9945316,0.0,0.0,0.0,0.0,9.0,1.0,9caccdbab7ccacd61bdb7bb290135adaf62dc90e
439,13.076691,4.104141,0.0,0.0,0.0,0.0,29.0,8.0,1574e02b5d4b6bcdbd8b9cee686449a6c8e01644
439,11.24448,10.834477,0.0,0.0,0.0,0.0,302.0,24.0,19229afbce15d62bcf8d3afe84a2d47a0b6f1939
439,18.021358,19.166569,0.0,0.0,0.0,0.0,244.0,0.0,ed4addf6c0a820c5e854f420ae9346e278451aed
439,9.56629,12.080032,0.0,0.0,0.0,0.0,197.0,35.0,8652f70b9bfdb9a4d1701bb760f8bc1866b43698
439,12.325605,12.935083,0.0,0.0,0.0,0.0,269.0,0.0,a3b5f32312f6099325d8212c383aab42438f6a51
439,7.5851893,7.7950926,0.0,0.0,0.0,0.0,817.0,15.0,f400afc3236aa19dcd22534957b62c852b41be89
439,17.294733,5.4308267,0.0,0.0,0.0,0.0,472.0,0.0,01f3a5bbba96c28de409af6ec321e7e6222b98e7
439,12.325605,13.178422,0.0,0.0,0.0,0.0,254.0,0.0,0b7aa7fa6c02c1270f4462d36d6139039abfa2f9
439,9.937055,7.8398376,0.0,0.0,0.0,0.0,879.0,64.0,8d47a76094c7707f8d754bd98a5ab6ffdc2f4be8
439,9.56629,9.471722,0.0,0.0,0.0,0.0,2.0,33.0,3faa411e8b062069a3f4fa43a047240669594efe
439,8.901998,0.0,0.0,0.0,0.0,0.0,1.0,40.0,988fce459769c099daaa48142814087640621830
568,15.743359,18.484203,0.0,0.0,0.0,0.0,3.0,22.0,6ecd18b81ac64b27681e0f73ed61a07dce572400
568,0.0,0.0,0.0,0.0,0.0,0.0,350.0,226.0,58f7accbe36aadd0ef83fd2746c879079eb816bc
568,0.0,0.0,0.0,0.0,0.0,0.0,816.0,0.0,cd4ba23c89b5b4eecd9b542e79dbdc195de65f6d
568,19.886086,13.875029,0.0,0.0,0.0,0.0,22.0,23.0,07cd5cfc60c4eb1d17dd01c25f0f9223ed2ccf1d
568,16.918173,22.558142,0.0,0.0,0.0,0.0,48.0,13.0,a64ec0984464e3dbb02e2b4f51b7a482425eda76
568,0.0,0.0,0.0,0.0,0.0,0.0,884.0,10.0,421151fa75e40dd86414215abf29d9f2c052a2e1
568,18.282461,13.579398,0.0,0.0,0.0,0.0,2.0,38.0,affd40b8033be6f9c89689299fd337f9890914f1
568,15.215082,20.34351,0.0,0.0,0.0,0.0,8.0,15.0,b4e1a6ded154bbeaa43970ca1ee07d7225c2269c
568,13.414557,22.22433,0.0,0.0,0.0,0.0,59.0,35.0,c51cf0da5f27c30714f7fb31d0604d7709bb4c91
568,13.82352,18.756191,0.0,0.0,0.0,0.0,6.0,12.0,05ec31f59901c39c70396791366c94beaf79ec16
568,14.72111,21.971302,0.0,0.0,0.0,0.0,3.0,17.0,49b1c40ac725bd631b0a1224696ce5cde99a1327
568,15.743359,23.173302,0.0,0.0,0.0,0.0,248.0,15.0,b1efe271962d723069b095b45d1c623a8a5443c1
568,0.0,0.0,0.0,0.0,0.0,0.0,307.0,285.0,987dd3dd6079e5fa8a10a1c53b2580fd71e27ede
568,18.282461,21.619278,0.0,0.0,0.0,0.0,260.0,22.0,1b97b4623cf2f183340e548e0aa53abf0f2963d8
568,16.918173,21.711338,0.0,0.0,0.0,0.0,132.0,24.0,1382e951677ae167638eb3c97054bb704e3bc359
568,0.0,0.0,0.0,0.0,0.0,0.0,907.0,19.0,3ff2862a8121cc823a8eb72f3e0a97bbf25c82ec
568,14.72111,22.755785,0.0,0.0,0.0,0.0,2.0,0.0,e3057c17694d50dd516a4fa66e8359688029713b
568,19.886086,15.569853,0.0,0.0,0.0,0.0,18.0,26.0,6958d6518ea0a84785ccd44b319473518eccb368
568,15.743359,0.0,0.0,0.0,0.0,0.0,0.0,19.0,582da86a86ca9a7f0ce2458549444f79ab949a98
568,11.685942,17.02562,0.0,0.0,0.0,0.0,0.0,0.0,b9d80a9cc66e6d9be642ffa415eb95e9ccb2e1a6
568,17.573877,15.569853,0.0,0.0,0.0,0.0,3.0,20.0,82b40fc8655976e2f42e334245f866f32323fc7b
568,15.743359,19.929197,0.0,0.0,0.0,0.0,39.0,23.0,03250832453d62360d93930d2d7141e957935392
568,20.798231,13.875029,0.0,0.0,0.0,0.0,1.0,24.0,f347d503b46a4af0029ba97b7b5c1a3d8fb5be43
568,16.309635,14.183819,0.0,0.0,0.0,0.0,3.0,9.0,707e47cc49d55a64c04731a29f43e966f4dcdde2
568,17.573877,21.980623,0.0,0.0,0.0,0.0,11.0,20.0,f99d210b8924e29aa8aebe8667313fe7de67c416
568,16.918173,19.714233,0.0,0.0,0.0,0.0,301.0,33.0,26aa6fe2028b5eefbaa40ab54ef725bbbe7d9810
568,17.573877,19.324911,0.0,0.0,0.0,0.0,2.0,1.0,c7b90d52516f8684e888f50bd19037c4816fbdf0
568,14.72111,21.7308,0.0,0.0,0.0,0.0,42.0,11.0,0d2f114e88bc395b07d9ff93f3a3b72562d3bee0
568,18.282461,19.929197,0.0,0.0,0.0,0.0,991.0,32.0,b3fea597033a46d5ae282464a8f16d6715187e70
568,19.050587,19.929197,0.0,0.0,0.0,0.0,6.0,0.0,e1b20d525774af801008d507fc95ad60c34ed0de
568,14.72111,18.219988,0.0,0.0,0.0,0.0,1.0,25.0,fea13dcb73f9754ca498ef700769ec21793e6870
568,18.282461,15.569853,0.0,0.0,0.0,0.0,7.0,37.0,14affbbfa0c41145cbe9f201b64ca4ebe0237865
568,16.918173,15.198554,0.0,0.0,0.0,0.0,3.0,12.0,7ac36d97409c0ab6efdef3180f9ccfb0dd4d72a3
568,17.573877,17.71359,0.0,0.0,0.0,0.0,4.0,0.0,6e15008f5cefa3f5ac43d1872303213cb4c36f56
568,16.309635,19.929197,0.0,0.0,0.0,0.0,9.0,5.0,92d92bbd3b914d49a6904d26e392df28bd92d015
568,22.89891,22.22433,0.0,0.0,0.0,0.0,0.0,2.0,2caa21da66c6e84c87ee127c3a7059a0b2ba085e
568,19.886086,18.219988,0.0,0.0,0.0,0.0,5.0,14.0,2b96e8f305fbec5ce3e0cbe34e56fc82a020b6bd
568,19.886086,14.506666,0.0,0.0,0.0,0.0,10.0,11.0,cd0a212beb3586ca26ac820dbbbe3657b984b72c
568,16.918173,11.601824,0.0,0.0,0.0,0.0,0.0,33.0,dff74426845e8e47d2ab70c130b680ad866a1161
631,12.054048,16.607147,0.0,0.0,0.0,0.0,235.0,78.0,9cd72004f983c1b55766685182c4a96116604d59
631,11.119677,8.98784,0.0,0.0,0.0,0.0,6.0,10.0,713b0cd642470914256a455485c31b8f324fdfb4
631,8.244017,6.8456182,0.0,0.0,0.0,0.0,957.0,15.0,db9fde3c993ec10876dc731541470c433af0bdf2
631,11.568026,8.98784,0.0,0.0,0.0,0.0,2.0,16.0,70052649957e46d75890b555db69870d49d35c28
631,11.568026,14.050714,0.0,0.0,0.0,0.0,218.0,27.0,3b68634aa58679430f2980026a3dac4f5d52b80a
631,6.130232,11.0524025,0.0,0.0,0.0,0.0,194.0,19.0,df88e38b0de364d75363806f3b5956608e791179
631,9.627174,13.461943,0.0,0.0,0.0,0.0,789.0,14.0,a365ba16102c41ba1f21b7b303033d9c6e8517dc
631,9.314619,13.896159,0.0,0.0,0.0,0.0,568.0,24.0,69fc2ba930fb7b1a0f39204b7192206d8b47e1ba
631,10.319741,8.804165,0.0,0.0,0.0,0.0,14.0,26.0,3082900048bde1e37e235888009a79330f23a330
631,0.0,11.973954,0.0,0.0,0.0,0.0,44.0,10.0,fc52257030e643343d4d85e58b2d1f6c6aa56850
631,8.013747,10.925192,0.0,0.0,0.0,0.0,123.0,15.0,95c90a2fe671f40a6d7c4c9a3d664741513e1bbc
631,11.568026,0.0,0.0,0.0,0.0,0.0,7.0,14.0,ee12bec4193cd02a354af57ee3ff1e3885b52546
631,10.704787,9.795866,0.0,0.0,0.0,0.0,25.0,63.0,5e8604a8827af0753d6c757a737ba7a3897e2d52
631,10.319741,0.0,0.0,0.0,0.0,0.0,4.0,21.0,dedff395d93d8023667fc500d7c7c8451d581451
631,13.159851,12.695962,0.0,0.0,0.0,0.0,75.0,0.0,476012b40e91fc2d8a087ee9f0d05ae11172c673
631,11.119677,7.8425493,0.0,0.0,0.0,0.0,1.0,40.0,73f0f4d551f5303d1032b9127226eef96177a035
631,7.3941503,0.0,0.0,0.0,0.0,0.0,152.0,9.0,11ffbbd3c696a8760c4198ee96ea83dfb4614800
631,7.589755,14.123945,0.0,0.0,0.0,0.0,80.0,20.0,6cf6be20c57948cc9f3ad1db12b4d7a2864f740f
631,10.319741,15.199783,0.0,0.0,0.0,0.0,146.0,71.0,d8bb9cd80146bcc1bfb53d354379c7abfa49a7f5
631,14.169884,9.795866,0.0,0.0,0.0,0.0,205.0,34.0,2b52b99056ce7e318b3910ee541c2f3652a93f67
631,9.021719,12.080714,0.0,0.0,0.0,0.0,54.0,20.0,c2cd248811b0d9bdcfeb250e86518d19e3b08239
631,5.8789997,4.8442802,0.0,0.0,0.0,0.0,615.0,5.0,97881c6577c310f50fc86738c0268896b970dfa4
631,10.704787,7.07031,0.0,0.0,0.0,0.0,220.0,15.0,aaf1c698f1df87f35f9110f57d3064f7ed157e53
631,10.319741,9.179341,0.0,0.0,0.0,0.0,3.0,9.0,84dac91fb69a3c35482578f74ed083401399e553
631,11.119677,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0f294b3ae99a0b075e103cc1ed1786ad04981789
631,11.593273,12.080714,0.0,0.0,0.0,0.0,162.0,65.0,f908925ce95619c42ba94b5ac018c2ba52d3b210
631,9.627174,11.0524025,0.0,0.0,0.0,0.0,1899.0,12.0,79116f5bb552a1a23de85d03899ab0b3763c81ee
631,10.704787,14.854424,0.0,0.0,0.0,0.0,375.0,52.0,d71047926fe46b275326b25a59bb8b30cec470fc
631,10.319741,10.034555,0.0,0.0,0.0,0.0,498.0,8.0,89df36ddad209aec2803fcf0580dfa8aecf6d93d
631,9.627174,11.065496,0.0,0.0,0.0,0.0,191.0,12.0,f63ba2600f07b38b727a77066ed5bc99fc6d50f9
631,8.746679,4.635775,0.0,0.0,0.0,0.0,1102.0,13.0,0135ac4ab3cd74aa685349279f174573af8fcae5
631,9.627174,12.142699,0.0,0.0,0.0,0.0,1169.0,54.0,5a51a085b848f0aaf6ca8bbd084c9a4185f34783
631,9.627174,8.288221,0.0,0.0,0.0,0.0,1555.0,30.0,5e85955bf6c68f268647c0a9bc690a1aab67c90c
631,9.961435,6.8456182,0.0,0.0,0.0,0.0,1152.0,12.0,c55e7fbc18c4816cc4e73e7877a0ca20a0577922
631,10.319741,11.34341,0.0,0.0,0.0,0.0,1.0,18.0,bc50818627fbe2bfdbd0b471da603d88ca9e54f4
631,10.704787,8.458454,0.0,0.0,0.0,0.0,216.0,0.0,45e2089240fd2a9c3558fe738e08281e375af6c5
631,12.896038,14.676334,0.0,0.0,0.0,0.0,423.0,11.0,62641149c23a8ffa88b26357ae47608daf0f5bf0
631,9.961435,10.52484,0.0,0.0,0.0,0.0,1421.0,2.0,f6f26a14e4e087a86f0561c1bee460f761d9f391
631,10.319741,14.850488,0.0,0.0,0.0,0.0,146.0,21.0,d039cb85d93cb4dc180f823013173da476929fcb
631,9.961435,6.8456182,0.0,0.0,0.0,0.0,753.0,1.0,0a3370922b04f1789a8ccfa57ae8f11188b0d378
631,12.054048,13.283131,0.0,0.0,0.0,0.0,2.0,47.0,cfd0dbf05b77b0d303aaa222ae0f4e8d77d6f61b
631,12.054048,9.806151,0.0,0.0,0.0,0.0,15.0,50.0,0fa81c99b23e0e050dbf6699ed1936d5f4e516ce
631,0.0,7.4305186,0.0,0.0,0.0,0.0,483.0,41.0,91badb41dabff195b995823350c9931a9d7fbd24
631,12.896038,0.0,0.0,0.0,0.0,0.0,25.0,69.0,12e1c6454aec68c5aea3b05ae98d188b41422098
631,9.627174,10.023786,0.0,0.0,0.0,0.0,519.0,25.0,819942fa7abadc3aba0473737da6b7a020201d68
631,8.746679,10.273851,0.0,0.0,0.0,0.0,1007.0,0.0,1e6a25cb1d49fefd81cf2af3e7e2771558d73cba
631,12.5827,7.310251,0.0,0.0,0.0,0.0,417.0,94.0,08f39e531926176374b1a7e9ff15128f6a0dabc7
631,12.5827,14.849364,0.0,0.0,0.0,0.0,211.0,126.0,9afed70c82fe4ae19b1dc2f70bb3daf3b0aeea36
631,11.568026,14.430538,0.0,0.0,0.0,0.0,5.0,0.0,866179ef84da54f399fa629341a78faf0b8127ad
631,12.054048,15.199783,0.0,0.0,0.0,0.0,10.0,123.0,594880ff723763840555596b545b130ada49f78b
