qid,title_bm25,abstract_bm25,venue_bm25,journal_bm25,authors_bm25,sources_bm25,fields_of_study_bm25,year,tsq_expr_title_tf,tsq_expr_abstract_tf,tsq_expr_venue_tf,tsq_expr_journal_tf,tsq_expr_authors_tf,tsq_expr_sources_tf,tsq_expr_fields_of_study_tf,tsq_expr_title_idf,tsq_expr_abstract_idf,tsq_expr_venue_idf,tsq_expr_journal_idf,tsq_expr_authors_idf,tsq_expr_sources_idf,tsq_expr_fields_of_study_idf,tsq_expr_title_tf_idf,tsq_expr_abstract_tf_idf,tsq_expr_venue_tf_idf,tsq_expr_journal_tf_idf,tsq_expr_authors_tf_idf,tsq_expr_sources_tf_idf,tsq_expr_fields_of_study_tf_idf,inCitations,outCitations,doc_id,qlength
10280_1,10.316691,8.456429,0.0,0.0,0.0,0.0,0.0,1992.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,387.0,0.0,42b7f59d5affc9ba45526e0a7bc1e9390ed45cf2,23
10280_1,9.01905,6.6331615,0.0,0.0,0.0,0.0,0.0,2014.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,72.0,103.0,57b6dfe603cb6f1ec9f906b3a959b4809a56344c,23
10280_2,9.685627,14.858631,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.902908,37.734997,0.0,0.0,0.0,0.0,0.0,69.0,58.0,fc524fbd93be3db421c75c589e2299524a75fa26,23
10280_2,8.825991,14.726639,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.902908,56.602493,0.0,0.0,0.0,0.0,0.0,62.0,21.0,643cc46616580faba24162bfca4bba175fb70384,23
10280_2,11.360319,7.5652294,0.0,0.0,0.0,0.0,0.0,2014.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,21.041546,9.502682,0.0,0.0,0.0,0.0,0.0,120.0,40.0,bc7126651b938de6acdfa6e86b4732669ce5759a,23
10280_2,18.40011,14.610131,0.0,0.0,0.0,0.0,0.0,2020.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,21.423681,84.97267,0.0,0.0,0.0,0.0,0.0,370.0,0.0,acb678bdd7634055de18d0b89bb6a4890e6a0306,23
10280_2,10.316691,7.308489,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,30.0,46.0,87a2832f778958fc1094ef7a7b0c243de55ed4db,23
10280_2,10.701622,15.069124,0.0,0.0,0.0,0.0,0.0,2006.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.520773,18.936432,0.0,0.0,0.0,0.0,0.0,40.0,92.0,732e09726181b979fc5454eaaeb8cebb0e21464c,23
10280_2,9.958489,8.456429,0.0,0.0,0.0,0.0,0.0,2005.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,342.0,1.0,7e3f4303517b9c4b96848eb3f1f3aff144481446,23
10280_2,9.624328,12.139833,0.0,0.0,0.0,0.0,0.0,2003.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.520773,19.005363,0.0,0.0,0.0,0.0,0.0,1169.0,54.0,5a51a085b848f0aaf6ca8bbd084c9a4185f34783,23
10280_2,19.63496,22.089989,0.0,0.0,0.0,0.0,0.0,2009.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,21.423681,75.538925,0.0,0.0,0.0,0.0,0.0,49.0,37.0,f66b538d20ffc839937e5fd10fccf75ffb526c0a,23
10280_2,20.316698,21.085083,0.0,0.0,0.0,0.0,0.0,2005.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,21.423681,37.80393,0.0,0.0,0.0,0.0,0.0,170.0,25.0,0c973f1c28a925bce86b2817ea83e665a4e5c95a,23
10280_2,10.010633,14.730549,0.0,0.0,0.0,0.0,0.0,2003.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,15.261694,0.0,0.0,0.0,10.902908,37.734997,0.0,0.0,0.0,0.0,0.0,219.0,55.0,9ddfc64b30a014f9debcfa0960ddd425c81bd16d,23
10280_2,20.316698,25.329947,0.0,0.0,0.0,0.0,0.0,2004.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,21.423681,84.97267,0.0,0.0,0.0,0.0,0.0,108.0,30.0,1854d80a095c32aaa524e50d07756a51493d5917,23
10280_2,11.562587,14.98896,0.0,0.0,0.0,0.0,0.0,1990.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.902908,37.734997,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0883900808aa6fccc06c11e27521ee43af376d7a,23
10280_2,8.825991,8.7307,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.902908,9.433749,0.0,0.0,0.0,0.0,0.0,30.0,39.0,c7a3699cbb6e8ea60edabb60c0407883e6ed33f2,23
10280_2,8.74409,7.840665,0.0,0.0,0.0,0.0,0.0,2005.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,395.0,28.0,1596ce185642a780f3bde1399ef49e70ea91da55,23
10280_2,15.479564,20.959396,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,28.0,13.0,1caf808ea8afd1b548bb3dfcbeae39a41fa5992e,23
10280_2,10.316691,8.456429,0.0,0.0,0.0,0.0,0.0,1992.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,387.0,0.0,42b7f59d5affc9ba45526e0a7bc1e9390ed45cf2,23
10280_2,9.01905,6.6331615,0.0,0.0,0.0,0.0,0.0,2014.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,72.0,103.0,57b6dfe603cb6f1ec9f906b3a959b4809a56344c,23
10280_3,9.685627,14.858631,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.902908,37.734997,0.0,0.0,0.0,0.0,0.0,69.0,58.0,fc524fbd93be3db421c75c589e2299524a75fa26,23
10280_3,8.825991,14.726639,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,10.902908,56.602493,0.0,0.0,0.0,0.0,0.0,62.0,21.0,643cc46616580faba24162bfca4bba175fb70384,23
10280_3,11.360319,7.5652294,0.0,0.0,0.0,0.0,0.0,2014.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,14.951768,15.261694,0.0,0.0,0.0,21.041546,9.502682,0.0,0.0,0.0,0.0,0.0,120.0,40.0,bc7126651b938de6acdfa6e86b4732669ce5759a,23
10280_3,18.40011,14.610131,0.0,0.0,0.0,0.0,0.0,2020.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,21.423681,84.97267,0.0,0.0,0.0,0.0,0.0,370.0,0.0,acb678bdd7634055de18d0b89bb6a4890e6a0306,23
10280_3,10.316691,7.308489,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.520773,9.502682,0.0,0.0,0.0,0.0,0.0,30.0,46.0,87a2832f778958fc1094ef7a7b0c243de55ed4db,23
10280_3,10.701622,15.069124,0.0,0.0,0.0,0.0,0.0,2006.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.423681,18.936432,0.0,0.0,0.0,0.0,0.0,10.520773,18.936432,0.0,0.0,0.0,0.0,0.0,40.0,92.0,732e09726181b979fc5454eaaeb8cebb0e21464c,23
