qid,title_bm25,abstract_bm25,venue_bm25,journal_bm25,authors_bm25,sources_bm25,fields_of_study_bm25,year,tsq_expr_title_tf,tsq_expr_abstract_tf,tsq_expr_venue_tf,tsq_expr_journal_tf,tsq_expr_authors_tf,tsq_expr_sources_tf,tsq_expr_fields_of_study_tf,tsq_expr_title_idf,tsq_expr_abstract_idf,tsq_expr_venue_idf,tsq_expr_journal_idf,tsq_expr_authors_idf,tsq_expr_sources_idf,tsq_expr_fields_of_study_idf,tsq_expr_title_tf_idf,tsq_expr_abstract_tf_idf,tsq_expr_venue_tf_idf,tsq_expr_journal_tf_idf,tsq_expr_authors_tf_idf,tsq_expr_sources_tf_idf,tsq_expr_fields_of_study_tf_idf,inCitations,outCitations,doc_id,qlength_char,qlength_token,titlelength_char,titlelength_token,paperAbstractlength_char,paperAbstractlength_token,venuelength_char,venuelength_token,journalNamelength_char,journalNamelength_token,author_nameslength_char,author_nameslength_token,sourceslength_char,sourceslength_token,fields_of_studylength_char,fields_of_studylength_token
258,9.579739,10.125181,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,8.568723,27.388002,0.0,0.0,0.0,0.0,0.0,328.0,55.0,5fc69f93422b11c944b2d53e9d2f93295eca3d19,28,3,64,6,1043,147,19,4,46,6,38,7,4,1,28,3
258,8.507434,8.232108,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,13.694001,0.0,0.0,0.0,0.0,0.0,65.0,97.0,0e0a5f6cc0fdb9cebda224e52bc822aa32827b4d,28,3,74,9,1038,152,0,0,17,2,24,4,0,0,11,1
258,24.332829,13.419193,0.0,0.0,0.0,0.0,0.0,2005.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,26.263367,41.831482,0.0,0.0,0.0,0.0,0.0,10.0,15.0,b7098018a3610a8bed7a09ab3619034d3cd1856b,28,3,68,11,885,141,0,0,0,0,56,9,0,0,11,1
258,23.516329,9.584314,0.0,0.0,0.0,0.0,0.0,2007.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,26.263367,8.366297,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4b61225d62ecbfdfeb5781fb9756bccebdeaf999,28,3,82,12,490,73,0,0,0,0,67,12,0,0,11,1
258,13.533099,20.77993,0.0,0.0,0.0,0.0,0.0,2009.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,36.568974,43.408436,0.0,0.0,18.532097,31.94589,0.0,0.0,0.0,0.0,0.0,140.0,10.0,97d1171f65e8a73459266435dcacc15d12f6d7ff,28,3,123,18,464,74,50,6,50,6,40,6,4,1,28,3
258,9.19348,13.660168,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,8.568723,19.937454,0.0,0.0,0.0,0.0,0.0,15.0,16.0,dae1b2d710f987c362a1b366d4f72a88042b51be,28,3,60,7,1115,160,5,1,0,0,78,10,4,1,16,2
258,17.914104,22.777699,0.0,0.0,0.0,0.0,0.0,2005.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,18.532097,62.372482,0.0,0.0,0.0,0.0,0.0,96.0,17.0,ddb07a0640c012bde68fa9d99d1594aeaf4809be,28,3,70,10,963,145,80,11,80,11,57,9,4,1,28,3
258,13.986165,8.798977,0.0,0.0,0.0,0.0,0.0,2015.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,16.299992,20.541002,0.0,0.0,0.0,0.0,0.0,42.0,6.0,6834d76fcf95f976172f2a8e42950d031c10a7da,28,3,102,13,1446,208,17,2,17,2,48,7,0,0,16,2
258,19.063786,21.89696,0.0,0.0,0.0,0.0,0.0,2009.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,17.694643,66.80529,0.0,0.0,0.0,0.0,0.0,33.0,6.0,8154acbd26c7cd702af4ed84b15448c5dd714606,28,3,49,7,1133,179,4,1,0,0,64,10,4,1,16,2
258,8.49101,18.700901,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,9.963373,40.312187,0.0,0.0,0.0,0.0,0.0,112.0,29.0,97e5fdac381c0c12351348d701a4231422ca1e99,28,3,90,13,996,149,24,4,42,6,78,10,4,1,28,3
258,19.864738,21.26008,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,17.694643,60.561836,0.0,0.0,0.0,0.0,0.0,13.0,6.0,db37d71e2d585fe2f6bf96efc80c515ac199484f,28,3,47,6,1065,173,0,0,0,0,47,7,0,0,11,1
258,9.999877,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,0.0,0.0,0.0,0.0,0.0,0.0,104.0,10.0,da0a0cafdc4ac5157cf735fd3408e87fb9c1f7f6,28,3,35,5,678,98,24,4,40,6,43,6,4,1,28,3
258,18.582506,19.94938,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,18.532097,40.312187,0.0,0.0,0.0,0.0,0.0,20.0,7.0,d5b8035f2c76e184a703b156d72eed199ed975d4,28,3,66,9,739,110,4,1,0,0,57,8,4,1,28,3
258,19.30272,22.099289,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,18.532097,40.312187,0.0,0.0,0.0,0.0,0.0,45.0,9.0,733c475df97431a14a77ae669639017bb4ac44f1,28,3,52,8,354,58,0,0,0,0,40,6,0,0,16,2
258,10.023617,11.141628,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,17.137445,47.929005,0.0,0.0,0.0,0.0,0.0,115.0,137.0,bd82030d8feb1950592430bffb183c96b56b771d,28,3,97,13,1151,141,81,12,81,12,81,10,7,1,8,1
258,14.734214,21.020367,0.0,0.0,0.0,0.0,0.0,2015.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,18.532097,38.792892,0.0,0.0,0.0,0.0,0.0,51.0,22.0,301123c11d344d303ad25451ab8c86180247dc26,28,3,115,13,840,119,68,9,68,9,86,10,4,1,28,3
258,8.2014265,16.55407,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,15.213297,0.0,0.0,0.0,0.0,0.0,25.0,0.0,bb183957ffea1e1b5c383ad61099e336fe286670,28,3,86,10,542,84,0,0,0,0,15,2,0,0,16,2
258,8.507434,9.119213,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,8.568723,13.694001,0.0,0.0,0.0,0.0,0.0,286.0,80.0,8b6fef185e1099d548083672c8d199f6f07fc7ef,28,3,61,9,739,100,6,1,6,1,29,5,7,1,20,2
258,8.507434,9.261794,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,13.694001,0.0,0.0,0.0,0.0,0.0,94.0,17.0,58ef059a9f02d22e4fad83505c6fc97368c1dd69,28,3,67,9,636,92,0,0,12,1,60,8,0,0,11,1
258,10.465558,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,9.963373,0.0,0.0,0.0,0.0,0.0,0.0,89.0,33.0,682e14bbeac4d846786d84737ca11bfb1e54eec9,28,3,55,8,683,108,19,4,46,6,55,9,4,1,28,3
258,26.148619,14.539352,0.0,0.0,0.0,0.0,0.0,2014.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,26.263367,14.609749,0.0,0.0,0.0,0.0,0.0,4.0,34.0,7b11e65038bdb72377b57faa626ca42a65dc2ebf,28,3,76,9,748,108,66,8,66,8,26,4,0,0,28,3
258,8.2014265,26.978512,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,8.568723,57.211052,0.0,0.0,0.0,0.0,0.0,133.0,0.0,e8cee7ed87a2743e2f2b285ca338345ac1268c48,28,3,77,11,975,121,0,0,0,0,5,2,0,0,16,2
258,26.148619,13.053711,0.0,0.0,0.0,0.0,0.0,2015.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,26.263367,14.609749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2f4808a79e35071dcfa815886f2b22a36ace113f,28,3,71,9,1007,161,0,0,0,0,83,12,0,0,11,1
258,9.19348,13.091539,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,47.325455,0.0,0.0,0.0,0.0,0.0,492.0,44.0,d8182c81f9e69c87ec7a181b3369dda3c2a2a939,28,3,59,7,2459,345,22,4,22,4,27,5,4,1,28,3
258,9.999877,8.232108,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,13.694001,0.0,0.0,0.0,0.0,0.0,146.0,4.0,8b21111dee323c13a57079767b4973ce30bc6c24,28,3,45,4,953,154,0,0,0,0,50,8,0,0,21,2
258,8.2014265,12.78756,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,13.090452,0.0,0.0,0.0,0.0,0.0,144.0,45.0,cfcd5923b19dc71b48cc26069cd94a490370144c,28,3,88,10,805,109,47,6,47,6,81,12,4,1,28,3
258,10.961341,6.310795,0.0,0.0,0.0,0.0,0.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,6.8470006,0.0,0.0,0.0,0.0,0.0,257.0,0.0,6e6c9c6a93e70cdb090e91a71e42a113d926671a,28,3,27,3,963,138,0,0,29,4,50,6,0,0,11,1
258,8.2014265,5.025782,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,27.415545,0.0,0.0,8.568723,6.8470006,0.0,0.0,0.0,0.0,0.0,111.0,21.0,e50dae0b4045bceeab3a6952d684c3f6388bf896,28,3,85,10,1652,235,13,2,13,2,38,6,12,2,37,4
258,29.444477,29.362413,0.0,0.0,0.0,0.0,0.0,2017.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,43.408436,0.0,0.0,26.263367,122.205696,0.0,0.0,0.0,0.0,0.0,1.0,121.0,29b8a6b2150e9a0f1a608a3be0544a4acb03606d,28,3,53,6,1884,263,0,0,0,0,38,6,0,0,16,2
258,18.582506,10.890376,0.0,0.0,0.0,0.0,0.0,2004.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,26.263367,21.456749,17.201294,17.889553,14.21586,0.0,0.0,18.532097,66.930374,0.0,0.0,0.0,0.0,0.0,12.0,38.0,f1fa95be35993dc41b911c3c9a9dd6355011b528,28,3,63,9,4689,706,0,0,0,0,13,2,0,0,16,2
439,10.337438,10.464947,0.0,0.0,0.0,0.0,0.0,1994.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,23.976244,22.590847,30.96358,0.0,0.0,9.510502,15.832872,0.0,0.0,0.0,0.0,0.0,539.0,10.0,3e392a0d1b3cdb9013ae0c18317cc7f555a16dca,21,2,59,7,817,116,0,0,17,2,15,2,0,0,9,1
439,13.924922,5.437252,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,13.230221,0.0,0.0,16.23737,4.964283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,d3c582aeb23a6e7c5335fdca96c5762513772675,21,2,87,13,433,64,0,0,0,0,14,3,0,0,3,1
439,11.244175,9.875027,0.0,0.0,0.0,0.0,0.0,1992.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,13.230221,0.0,0.0,9.510502,15.832872,0.0,0.0,0.0,0.0,0.0,204.0,53.0,134f4aa6ac6f5f0f0cc3b0cbaed79572aea396c8,21,2,37,5,1060,143,0,0,42,5,32,6,0,0,10,1
439,8.736565,7.2597604,0.0,0.0,0.0,0.0,0.0,1991.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,7.6841865,13.230221,0.0,0.0,13.453733,14.892849,0.0,0.0,0.0,0.0,0.0,446.0,0.0,6ce6efebe19f39df7f016751b85cfad107a1e306,21,2,54,9,349,48,0,0,0,0,45,6,0,0,9,1
439,11.759932,11.426734,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,13.230221,0.0,0.0,9.510502,23.74931,0.0,0.0,0.0,0.0,0.0,52.0,12.0,5cec56b12b9f1eea0fc335e2f97e988410685b6f,21,2,35,4,933,127,0,0,39,4,33,6,0,0,9,1
439,12.9831295,11.680708,0.0,0.0,0.0,0.0,0.0,2004.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,30.96358,0.0,0.0,19.021004,23.74931,0.0,0.0,0.0,0.0,0.0,172.0,0.0,7ce4bbaa543b4801a182724edbf2b7f7947554a5,21,2,79,8,757,117,0,0,28,3,13,2,0,0,9,1
439,17.293673,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,30.96358,0.0,0.0,16.23737,0.0,0.0,0.0,0.0,0.0,0.0,2.0,105.0,043dc46672469f24deb62b260ec0aada834bba1a,21,2,48,7,1,1,0,0,0,0,29,4,0,0,3,1
439,11.244175,8.355185,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,23.976244,22.590847,13.230221,0.0,0.0,9.510502,7.916436,0.0,0.0,0.0,0.0,0.0,211.0,93.0,ba612664f5ae2a8f6c02fd369f259f216c55be23,21,2,35,6,688,99,0,0,27,4,17,3,0,0,9,1
439,9.221941,12.185397,0.0,0.0,0.0,0.0,0.0,2009.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,23.976244,22.590847,13.230221,0.0,0.0,9.510502,31.665745,0.0,0.0,0.0,0.0,0.0,74.0,40.0,da718a27ef15714e6c7a26b052fb31d37441f5e6,21,2,87,10,886,129,0,0,0,0,14,2,0,0,28,3
439,11.244175,12.599678,0.0,0.0,0.0,0.0,0.0,2003.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,23.976244,22.590847,13.230221,0.0,0.0,9.510502,39.58218,0.0,0.0,0.0,0.0,0.0,112.0,22.0,d43c53c6bf9fdf757fdba28d908d768ec3425bb6,21,2,47,5,1052,141,0,0,0,0,14,2,0,0,9,1
439,11.244175,7.1599493,0.0,0.0,0.0,0.0,0.0,2004.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,23.976244,22.590847,13.230221,0.0,0.0,9.510502,7.916436,0.0,0.0,0.0,0.0,0.0,609.0,29.0,130f738618725bf5d2acc45ef2401d721379c4f8,21,2,41,5,1022,160,42,5,42,5,30,4,4,1,16,2
439,11.759932,12.891877,0.0,0.0,0.0,0.0,0.0,1995.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,23.976244,22.590847,13.230221,0.0,0.0,9.510502,47.49862,0.0,0.0,0.0,0.0,0.0,992.0,37.0,803d65510b17214327280d8196cd9a1edbcc5988,21,2,31,4,1084,150,25,4,25,4,27,4,7,1,18,2
439,10.337438,9.737793,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,13.230221,0.0,0.0,9.510502,15.832872,0.0,0.0,0.0,0.0,0.0,371.0,2.0,221cf22dae90d0b710ff41169c30148db2b39373,21,2,53,6,971,160,0,0,0,0,23,3,0,0,16,2
439,9.936782,10.80252,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,13.230221,0.0,0.0,9.510502,7.916436,0.0,0.0,0.0,0.0,0.0,1.0,23.0,3696643bd78716dc18b0aebcf51d4ff7bb379674,21,2,68,8,494,24,0,0,0,0,10,2,0,0,3,1
439,18.020256,12.309257,0.0,0.0,0.0,0.0,0.0,2010.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,9.332777,22.590847,13.230221,0.0,0.0,16.23737,17.845001,0.0,0.0,0.0,0.0,0.0,154.0,0.0,7c4df29e2c5b7fa9c0538e96c6f9f37e728a6159,21,2,47,6,1200,181,0,0,25,3,12,2,0,0,16,2
439,10.337438,7.627584,0.0,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.23737,12.880719,23.976244,22.590847,13.230221,0.0,0.0,9.510502,7.916436,0.0,0.0,0.0,0.0,0.0,469.0,0.0,f648ac9352d1cb1fe61d5982262a1794f36b2390,21,2,75,7,948,128,0,0,0,0,16,3,0,0,17,2
